id,name,country,latitude,longitude,FT10,FT16
9537,IP-Cum-1,ESP,38.07,-6.66,64.25,56
9538,IP-Cur-4,ESP,43.12,-8.09,82.5,98
9539,IP-Deh-1,ESP,40.29,-6.67,78.5,91.25
9540,IP-Elb-0,ESP,41.81,2.34,75.25,88.25
9541,IP-Fue-2,ESP,38.26,-5.42,68.5,61.5
9542,IP-Fun-0,ESP,40.79,-4.05,90,107.25
9543,IP-Gra-0,ESP,36.77,-5.39,94.33333333,89.66666667
9544,IP-Gua-1,ESP,39.4,-5.33,57.25,53.5
9545,IP-Her-12,ESP,39.4,-5.78,83.5,101
9546,IP-Hom-4,ESP,40.82,-1.68,148.5,NA
9547,IP-Hor-0,ESP,41.67,2.62,79.25,70
9548,IP-Hoy-0,ESP,40.4,-5,128,NA
9549,IP-Hum-2,ESP,42.23,-3.69,91,106.6666667
9550,IP-Iso-4,ESP,43.05,-5.37,130.25,132
9551,IP-Jim-1,ESP,42.28,-5.92,102,123
9552,IP-Lab-7,ESP,40.87,-4.5,128.75,NA
9553,IP-Ldd-0,ESP,41.58,-4.71,100.75,106
9554,IP-Lso-0,ESP,38.86,-3.16,94,104.25
9555,IP-Mar-1,ESP,39.58,-3.93,93.5,100
9556,IP-Men-2,ESP,39.66,-4.34,76.25,65
9557,IP-Moa-0,ESP,42.46,0.7,107.25,112
9558,IP-Moc-11,ESP,41.57,-5.64,96.5,114.6666667
9559,IP-Mon-5,ESP,38.06,-4.38,56.75,66.5
9560,IP-Mot-0,ESP,38.19,-6.24,69.25,53.75
9561,IP-Mun-0,ESP,40.71,-5.04,101,92
9562,IP-Mur-0,ESP,41.67,2,93.25,83.5
9563,IP-Nav-0,ESP,40.42,-4.65,80.25,73.33333333
9564,IP-Nog-17,ESP,40.45,-1.6,122.25,NA
9565,IP-Orb-10,ESP,42.97,-1.23,74.5,72.33333333
9566,IP-Oso-0,ESP,42.44,-4.36,104,134
9567,IP-Pal-0,ESP,42.34,1.3,113,103.5
9568,IP-Pan-0,ESP,42.76,-0.23,103.75,109.5
9569,IP-Pds-1,ESP,42.87,-6.45,99,96.5
9570,IP-Pob-0,ESP,41.35,1.03,105,104.6666667
9571,IP-Pro-0,ESP,43.28,-6.01,56.5,35.25
9572,IP-Pue-0,ESP,42.75,-3.05,111.25,92.5
9573,IP-Rds-0,ESP,41.86,2.99,70.25,60
9574,IP-Rel-0,ESP,38.6,-2.7,112,NA
9575,IP-Ren-6,ESP,42.77,-4.21,118.5,136
9576,IP-Rev-0,ESP,40.86,-4.11,106,106.5
9577,IP-Ria-0,ESP,42.34,2.17,99.5,123.5
9578,IP-Sac-0,ESP,42.13,-6.7,75.25,59.25
9579,IP-San-10,ESP,38.33,-3.51,77,79.25
9580,IP-Scm-0,ESP,38.68,-3.57,78.25,71
9581,IP-Sdv-3,ESP,42.84,-5.12,111,118.5
9582,IP-Ses-0,ESP,41.48,-1.63,95.75,93.75
9583,IP-Sne-0,ESP,37.09,-3.38,96.75,89.5
9584,IP-Stp-0,ESP,41.19,-3.58,88.5,85.5
9585,IP-Svi-0,ESP,43.4,-7.39,52.25,32
9586,IP-Tam-0,ESP,41.03,-3.27,97.5,NA
9587,IP-Tdc-0,ESP,41.5,-1.88,101,101.75
9588,IP-Tol-7,ESP,42.11,0.6,85,79.33333333
9589,IP-Tor-1,ESP,41.6,-2.83,85.75,77.33333333
9590,IP-Trs-0,ESP,43.37,-5.49,51.25,50.5
9591,IP-Vad-0,ESP,42.86,-3.59,67,46
9592,IP-Vae-2,ESP,42.1,-5.44,95,100
9593,IP-Vaz-0,ESP,42.26,-2.99,109.5,109
9594,IP-Vdm-0,ESP,42.04,1.01,95,110.6666667
9595,IP-Vdt-0,ESP,40.89,-5.5,80.5,66.75
9596,IP-Ver-5,ESP,41.95,-7.45,73,61
9597,IP-Vig-1,ESP,42.31,-2.53,69.75,60.66666667
9598,IP-Vim-0,ESP,41.88,-6.51,87,91
9599,IP-Vin-0,ESP,42.8,-5.77,84.75,90.25
9600,IP-Vis-0,ESP,39.85,-6.04,89.5,73
9601,IP-Voz-0,ESP,41.85,-1.88,97,77
9602,IP-Vpa-1,ESP,40.5,-3.96,77.25,75.33333333
9603,IP-Vpe-3,ESP,42.83,-4.72,96,98
9604,IP-Yan-1,ESP,42.1,-2.35,109.25,134.6666667
9605,IP-Zar-0,ESP,40.55,-4.19,104,115.5
9606,Aitba-1,MAR,31.48,-7.45,63,41
9607,Panik-1,RUS,53.05,52.15,88.75,107.6666667
9608,Karag-2,RUS,51.37,59.44,58,45.25
9609,Adam-1,RUS,51.41,59.98,74.5,51
9610,Lesno-4,RUS,53.04,51.96,82.25,69.5
9611,Lesno-1,RUS,53.04,51.9,73.5,68
9612,Lesno-2,RUS,53.04,51.94,86.5,71.5
9613,Balan-1,RUS,55.36,61.41,81.75,71.66666667
9614,Kurga-3,RUS,55.53,65.33,85.5,86.75
9615,Parti-1,RUS,52.99,52.16,85.75,86
9616,Krazo-1,RUS,53.06,51.96,93.5,110.75
9617,Karag-1,RUS,51.37,59.44,70.75,66
9618,Kurga-2,RUS,55.61,65.08,89.25,85.5
9619,Basta-1,RUS,51.84,79.48,77.33333333,83
9620,Basta-2,RUS,51.82,79.48,89.75,74.33333333
9621,Basta-3,RUS,51.84,79.46,92,90.5
9622,Bijisk-4,RUS,52.52,85.27,92,81.66666667
9623,Chaba-1,RUS,53.6,79.39,78.25,72
9624,Chaba-2,RUS,53.6,79.37,79.5,74.33333333
9625,Kolyv-2,RUS,51.31,82.59,91.75,101.5
9626,Kolyv-3,RUS,51.36,82.59,77.33333333,70.25
9627,Kolyv-5,RUS,51.32,82.55,90.5,88.25
9628,Kolyv-6,RUS,51.33,82.54,78.5,69.25
9629,K-oze-1,RUS,51.35,82.18,98,74.66666667
9630,K-oze-3,RUS,51.34,82.16,84.75,79.5
9631,Lebja-1,RUS,51.65,80.79,98.5,140
9632,Lebja-2,RUS,51.67,80.82,92,90.33333333
9633,Lebja-4,RUS,51.63,80.83,88.25,77
9634,Masl-1,RUS,54.13,81.31,91,98
9635,Nosov-1,RUS,51.87,80.6,93.25,84.66666667
9636,Noveg-1,RUS,51.75,80.82,109.75,141
9637,Noveg-2,RUS,51.77,80.85,81.25,82.5
9638,Noveg-3,RUS,51.73,80.86,88.25,87.66666667
9639,Panke-1,RUS,53.82,80.31,78,73.25
9640,Rakit-1,RUS,51.87,80.06,92.75,80.75
9641,Rakit-2,RUS,51.9,80.06,82.66666667,87.66666667
9642,Rakit-3,RUS,51.84,80.06,95.5,86
9643,Sever-1,RUS,52.1,79.31,85,79
9644,Zupan-1,CRO,45.07,18.72,76.75,69
9645,Gradi-1,CRO,45.17,18.7,77.5,66.25
9646,Aiell-1,,NA,NA,62.5,55.25
9647,Basen-1,ITA,40.37,16.77,67.75,55
9648,Bisig-1,ITA,39.48,16.28,60,61
9649,Bivio-1,ITA,39.13,16.17,76.25,67.25
9650,Corig-1,ITA,39.6,16.51,83.25,95
9651,Filet-1,ITA,40.68,14.87,64,49.66666667
9652,Fondi-1,ITA,41.36,13.4,64.25,62.5
9653,Giffo-1,ITA,38.44,16.13,59.5,52.5
9654,Liri-1,ITA,41.41,13.77,62.25,59
9655,Marce-1,ITA,38.92,16.47,79,71.66666667
9656,Marti-1,ITA,40.64,17.31,78.25,89
9657,Melic-1,ITA,38.45,16.04,58.5,48
9658,Nicas-1,ITA,38.97,16.34,71.33333333,66.5
9659,Pigna-1,ITA,41.18,14.18,71.25,66.66666667
9660,Sarno-1,ITA,40.84,14.57,53.25,40
9661,Cimin-1,ITA,39.58,16.21,55.25,42
9662,Stilo-1,ITA,38.47,16.47,80,70.33333333
9663,Teano-1,ITA,41.33,14.09,69.75,69.33333333
9664,Mitterberg-1-179,ITA,46.36,11.28,85.5,109.6666667
9665,Mitterberg-1-180,ITA,46.36,11.28,85.5,86.66666667
9666,Mitterberg-1-182,ITA,46.36,11.28,86.5,112
9667,Mitterberg-1-183,ITA,46.36,11.28,89,107
9668,Mitterberg-2-184,ITA,46.37,11.28,82.5,79.5
9669,Mitterberg-2-185,ITA,46.37,11.28,81,86
9670,Mitterberg-2-186,ITA,46.37,11.28,105.5,112.5
9671,Mitterberg-3-187,ITA,46.37,11.28,90.5,95
9672,Mitterberg-3-188,ITA,46.37,11.28,85.33333333,90.5
9673,Mitterberg-3-189,ITA,46.37,11.28,87.5,99.66666667
9674,Mitterberg-4-190,ITA,46.37,11.29,86.75,85
9675,Mitterberg-4-191,ITA,46.37,11.29,78,117
9676,Mitterberg-4-192,ITA,46.37,11.29,87.75,89
9677,Mitterberg-4-193,ITA,46.37,11.29,81.75,110.5
9678,Mitterberg-4-194,ITA,46.37,11.29,69,87
9679,Castelfed-1-195,ITA,46.34,11.29,69.25,79.75
9680,Castelfed-1-196,ITA,46.34,11.29,62.75,59.33333333
9681,Castelfed-1-197,ITA,46.34,11.29,66.25,92.25
9682,Castelfed-1-198,ITA,46.34,11.29,77.75,74.75
9683,Castelfed-1-199,ITA,46.34,11.29,64,71.75
9684,Castelfed-2-200,ITA,46.34,11.29,84,89.5
9685,Castelfed-2-201,ITA,46.34,11.29,84.75,89.75
9686,Castelfed-2-202,ITA,46.34,11.29,84.33333333,88
9687,Castelfed-2-203,ITA,46.34,11.29,88.5,83.33333333
9688,Castelfed-2-204,ITA,46.34,11.29,69,74
9689,Castelfed-3-205,ITA,46.34,11.29,67.75,83
9690,Castelfed-3-206,ITA,46.34,11.29,75.5,81.66666667
9691,Castelfed-3-207,ITA,46.34,11.29,74,72.75
9692,Castelfed-3-208,ITA,46.34,11.29,72,70.75
9693,Castelfed-3-209,ITA,46.34,11.29,68.5,75
9694,Castelfed-4-210,ITA,46.34,11.29,76.5,74.25
9695,Castelfed-4-211,ITA,46.34,11.29,103.5,84.5
9696,Castelfed-4-214,ITA,46.34,11.29,77.5,76.75
9697,Dolen-1,BUL,41.62,23.94,77.5,63
9698,Goced-1,BUL,41.57,23.85,81,74.5
9699,Kolar-1,BUL,41.37,23.14,74.25,63.66666667
9700,Dolna-1-10,BUL,42.32,23.1,80,81
9701,Ivano-1,BUL,43.7,25.91,85.5,82
9702,Kolar-2,BUL,41.38,23.14,81,72.25
9703,Melni-1,BUL,41.53,23.39,76.5,69.75
9704,Melni-2,BUL,41.53,23.39,75.5,70.33333333
9705,Choto-1,BUL,41.5,23.33,71.33333333,67
9706,Dospa-1,BUL,41.64,24.18,95.25,78.66666667
9707,Podvi-1,BUL,41.57,24.84,80.5,72.75
9708,Kardz-1,BUL,41.62,25.35,89,85
9709,Zerev-1-34,BUL,41.85,23.13,82,73.5
9710,Zerev-1-35,BUL,41.85,23.13,80.5,83.25
9711,Dolna-1-39,BUL,42.32,23.1,75,82.5
9712,Dolna-1-40,BUL,42.32,23.1,77,78
9713,Stara-1,BUL,42.49,25.61,75.25,68.33333333
9714,Grivo-1,BUL,41.84,25.75,80.75,82.33333333
9715,Krepo-1,BUL,41.99,25.57,76.75,81
9716,Leska-1-44,BUL,41.54,24.98,102.6666667,122
9717,Kardz-2,BUL,41.66,25.47,90.25,93.33333333
9718,Smolj-1,BUL,41.55,24.75,78.75,79
9719,Koren-1,BUL,41.83,25.69,72.5,57.75
9720,Malak-1,BUL,41.77,25.68,100.75,104
9721,Schip-1,BUL,42.72,25.33,77.5,78
9722,Groch-1,BUL,41.71,24.41,99.5,108
9723,Slavi-2,BUL,41.42,23.67,76,68.5
9724,Leska-1-78,BUL,41.54,24.98,73.5,81.5
9725,Epidauros-1,GRC,37.6,23.08,61.25,56.5
9726,Faneronemi-3,GRC,37.07,22.04,67,56.5
9727,Olympia-2,GRC,37.63,21.62,61.25,43.5
9728,Stiav-1,SVK,48.46,18.9,77.5,77.75
9729,Stiav-2,SVK,48.46,18.9,96.75,79
9730,Bela-1,SVK,48.47,18.94,89,97
9731,Stiav-3,SVK,48.46,18.9,92.5,66
9732,Halca-1,SVK,48.47,18.96,82,88.25
9733,Bela-2,SVK,48.47,18.94,80,83.75
9734,Bela-3,SVK,48.47,18.94,84.25,82.25
9735,Bela-4,SVK,48.47,18.94,85.5,74
9736,Teiu-2,ROU,44.69,25.17,78,81
9737,Ulies-1,ROU,45.95,22.62,85.75,63.66666667
9738,Bran-1,ROU,45.57,25.42,79,73.75
9739,Toc-1,ROU,46.01,22.33,86,68.5
9740,Mandr-1,ROU,46.16,21.43,89.75,87.5
9741,Orast-1,ROU,45.84,23.16,88,71.5
9742,Teiu-1,ROU,44.68,25.17,78,81.5
9743,Furni-1,ROU,45.14,25,79.5,75
9744,Iasi-1,ROU,47.16,27.59,78.75,63.33333333
9745,Sij 1/96,UZB,41.45,70.05,79.5,76
9746,Malii-1,SRB,43.71,22.3,95.75,99.75
9747,Zabar-1,SRB,44.38,21.22,86,94.66666667
9748,Zagub-1,SRB,44.23,21.71,81,86.25
9749,Knjas-1,SRB,43.54,22.29,74.75,63.75
9750,Sukov-1,SRB,43,22.65,69,73
9751,Ruma-1-25,SRB,44.91,19.99,90.5,84
9752,Brest-1,SRB,44,22.07,91.75,100.25
9753,Ruma-1-27,SRB,44.91,19.99,101.25,105.25
9754,Sredn-1,SRB,44.66,21.37,79.25,NA
9755,Vajug-1,SRB,44.56,22.56,88.75,82
9756,Staro-2,SRB,44.3,21.08,88.75,73
9757,Staro-1,SRB,44.3,21.08,93.75,93
9758,Altai-5,CHN,47.75,88.4,71.25,73
9759,Anz-0,IRN,37.47,49.47,61.5,58.5
9760,Baz-0,FRA,48.81,1.66,55.75,38.25
9761,Bik-1,LBN,33.92,35.7,65.25,58
9762,Etna-2,ITA,37.69,14.98,95.5,72.75
9764,Qar-8a,LBN,34.1,35.84,69.75,62.75
9766,Westkar-4,KGZ,42.26,74.16,57.75,39.5
9767,Had-1b,LBN,34.25,35.92,70,59.5
9768,Ru4-16,GER,48.57,9.16,74.5,54.66666667
9769,HE-1,GER,48.55,8.99,66.5,44.66666667
9770,KBG2-13,GER,48.53,9.01,67,44.75
9771,Pfn-N2.2-6,GER,48.56,9.11,62.5,44.25
9772,Hof-1,GER,48.41,8.85,67,40.75
9773,Obn-1,GER,48.52,8.92,74.75,51.75
9774,Alt-1,GER,48.59,9.22,68,43
9775,Berg-1,GER,48.41,8.79,60,44.25
9776,Fell3-7,GER,48.43,8.79,65.25,57.5
9777,Gn-1,GER,48.57,9.17,66.5,43.5
9778,Bach-7,GER,48.41,8.84,71.5,49.25
9779,Bai-10,GER,48.5,8.78,63.25,44.66666667
9780,Fell2-4,GER,48.43,8.79,72.25,45.75
9781,Kus2-2,GER,48.52,9.11,60,41.66666667
9782,Lu3-30,GER,48.53,9.09,63.25,44.5
9783,Tu-PK-7,GER,48.52,9.05,76.5,66.33333333
9784,Erg2-6,GER,48.5,8.8,60.25,43.5
9785,Ha-HBT1-2,GER,48.54,9.02,63.25,45.25
9786,Ha-P-13,GER,48.54,9.01,64.75,40.25
9787,HI-4,GER,48.5,9,70.5,49.33333333
9788,KBG1-14,GER,48.53,9.01,62.5,38.33333333
9789,Obh-13,GER,48.39,8.96,65,42.25
9790,Gn2-3,GER,48.58,9.18,66.75,41.75
9791,Haes-1,GER,48.6,9.2,65.33333333,38.33333333
9792,Lu4-2,GER,48.54,9.09,62.75,42.75
9793,Ru-N2,GER,48.57,9.16,62,63.33333333
9794,Tu-B1-2,GER,48.52,9.08,69.25,44.5
9795,Wank-2,GER,48.5,9.11,57.75,38.25
9796,Bach2-1,GER,48.41,8.84,73.5,46
9797,Ha-HBT2-10,GER,48.54,9.02,69,46.5
9798,Ha-P2-1,GER,48.54,9.01,65.25,44.66666667
9799,Hart-2,GER,48.39,8.85,66.25,50.5
9800,Ha-S-B,GER,48.54,9.01,68.5,42.5
9801,Ha-SP-2,GER,48.54,9.01,62,36.33333333
9802,Kus3-1,GER,48.51,9.11,69.75,42.75
9803,Muh-2,GER,48.42,8.76,63,41.25
9804,Obe1-15,GER,48.45,8.87,65.75,45.75
9805,Pfn-10,GER,48.54,9.09,70.5,53
9806,Ru-2,GER,48.56,9.16,67,43
9807,Schl-7,GER,48.6,9.22,67.5,43
9808,Tu-B2-3,GER,48.52,9.08,75.25,53
9809,Tu-KB-6,GER,48.52,9.05,74.75,51.25
9810,Tu-KS-7,GER,48.53,9.07,69.25,42.25
9811,Tu-NK-12,GER,48.52,9.05,69.75,45
9812,Tu-W1,GER,48.52,9.03,67.75,45.75
9813,BI-4,GER,48.4,8.77,65.75,45.5
9814,Fell1-10,GER,48.42,8.79,71.5,48.33333333
9815,Ha-HBT3-11,GER,48.54,9.02,72.5,48
9816,Tu-WH,GER,48.55,9.06,63,39
9817,IP-Ace-0,ESP,39.84,-6.6,64.25,63.75
9818,IP-Aln-30,ESP,41.14,-0.25,79.5,70.75
9819,IP-Amu-0,ESP,42.35,-3.03,98,98.5
9820,IP-Are-0,ESP,41,-4.71,61.75,55.75
9821,IP-Aru-0,ESP,41.81,2.49,79.5,72.25
9822,IP-Aul-0,ESP,40.52,-4.02,82,62.33333333
9823,IP-Bae-0,ESP,43.34,-5.84,63,42
9824,IP-Bes-5,ESP,42.91,-4.91,115.5,143
9825,IP-Boa-0,ESP,40.4,-3.88,68.5,63.5
9826,IP-Bor-0,ESP,42.49,-6.71,77,73
9827,IP-Bos-0,ESP,42.78,0.69,69.25,60
9828,IP-Bra-0,ESP,42.5,-6.15,82.25,78.75
9829,IP-Bur-0,ESP,40.43,-4.75,83.25,83
9830,IP-Bus-0,ESP,36.97,-3.28,61.5,51.25
9831,IP-Cas-0,ESP,38.54,-3.39,86.25,88.25
9832,IP-Cat-0,ESP,40.54,-3.69,97,90.33333333
9833,IP-Cha-0,ESP,40.38,-4.21,75.75,65.66666667
9834,IP-Cho-0,ESP,40.51,-3.9,75,63.75
9835,IP-Cir-0,ESP,40.61,-6.57,81.75,69.75
9836,IP-Cod-0,ESP,41.25,-1.32,109.5,128.5
9837,IP-Con-0,ESP,37.94,-5.6,76.33333333,64.25
9838,IP-Cot-0,ESP,41.83,-5.38,73.5,67
9839,IP-Coy-0,ESP,40.44,-4.27,102.75,115
9840,IP-Dar-0,ESP,41.13,-1.43,100.5,120.5
9841,IP-Ees-0,ESP,40.59,-4.15,77.75,68
9842,IP-Ele-0,ESP,39.31,-3.89,90.75,77
9843,IP-Elp-0,ESP,40.53,-3.92,62.75,58.66666667
9844,IP-Esn-2,ESP,42.27,0.19,89.25,84.25
9845,IP-Evs-0,ESP,40.48,-3.96,77.5,65
9846,IP-Ezc-2,ESP,42.31,-3.02,116,119.6666667
9847,IP-Fel-2,ESP,43.31,-5.7,60,45
9848,IP-Glo-1,ESP,40.11,-5.77,85.75,98
9849,IP-Gud-3,ESP,40.65,-4.11,99,99.66666667
9850,IP-Hec-0,ESP,42.86,-0.7,95.5,83
9851,IP-Hue-3,ESP,42.96,-6.1,119.5,144
9852,IP-Ini-0,ESP,40.46,-3.75,76.25,67.33333333
9853,IP-Lac-0,ESP,43.33,-5.91,56.75,35.5
9854,IP-Laf-1,ESP,43.36,-5.88,58.75,40.66666667
9855,IP-Lam-0,ESP,40.57,-3.89,73,61.66666667
9856,IP-Lch-0,ESP,40.51,-4,75.25,63.5
9857,IP-Leg-0,ESP,40.33,-3.8,65.75,66.5
9858,IP-Loz-0,ESP,40.98,-3.8,120.75,123.5
9859,IP-Lro-0,ESP,40.5,-3.88,76.25,83
9860,IP-Lum-0,ESP,42.24,-2.62,80.75,64.33333333
9861,IP-Mac-0,ESP,40.72,-3.21,107.5,114.5
9862,IP-Mad-0,ESP,40.45,-3.67,67.5,53.75
9863,IP-Man-0,ESP,43.33,-5.87,58.5,39.25
9864,IP-Mat-0,ESP,41.76,2.69,63.25,57.25
9865,IP-Mdc-0,ESP,38.88,-3.53,93,41.5
9866,IP-Mdd-0,ESP,41.89,-2.79,104.75,118
9867,IP-Mie-1,ESP,40.94,-3.22,101.75,101.6666667
9868,IP-Moe-0,ESP,41.78,2.37,70.25,68.66666667
9869,IP-Moj-0,ESP,36.76,-5.28,86.25,80.75
9870,IP-Moz-0,ESP,41.91,0.17,100.5,111
9871,IP-Nac-0,ESP,40.75,-3.99,105,117.6666667
9872,IP-Nag-0,ESP,40.49,-4.11,105.5,106
9873,IP-Ndc-0,ESP,37.94,-5.45,66.75,55.66666667
9874,IP-Oja-0,ESP,42.34,-3,68.75,56.25
9875,IP-Ovi-1,ESP,43.38,-5.87,63.75,44.75
9876,IP-Pad-0,ESP,41.34,0.99,87.25,74.75
9877,IP-Pdl-0,ESP,43.02,-5.6,124.75,NA
9878,IP-Pee-0,ESP,40.78,-3.62,113.25,116
9879,IP-Per-0,ESP,37.6,-1.12,68.5,59.5
9880,IP-Pib-1,ESP,42.72,-3.44,91.5,87.5
9881,IP-Pie-0,ESP,40.46,-5.32,82,78.5
9882,IP-Pil-0,ESP,40.46,-4.26,78.5,70.33333333
9883,IP-Piq-0,ESP,42.1,-2.56,60,41.75
9884,IP-Pos-1,ESP,42.25,-3.04,97,91
9885,IP-Prd-0,ESP,41.14,-3.68,116.25,119
9886,IP-Pru-0,ESP,42.38,1.73,85.75,57
9887,IP-Pun-0,ESP,40.4,-4.77,89.33333333,90.75
9888,IP-Pva-1,ESP,40.93,-3.31,86.25,96.66666667
9889,IP-Ras-0,ESP,40.86,-3.87,153.5,NA
9890,IP-Rib-1,ESP,43.16,-5.07,96,94.33333333
9891,IP-Sal-0,ESP,41.93,2.92,83,NA
9892,IP-Sam-0,ESP,42.68,-6.96,88.5,84.5
9893,IP-Sca-0,ESP,37.96,-5.37,60,52.5
9894,IP-Sen-0,ESP,42.59,0.76,88.25,76.66666667
9895,IP-Sfb-6,ESP,41.78,2.57,75.75,71
9896,IP-Slc-3,ESP,38.47,-3.74,79.5,95.66666667
9897,IP-Smt-1,ESP,40.95,-5.63,81,81.5
9898,IP-Som-0,ESP,41.14,-3.58,97.75,97.25
9899,IP-Tau-0,ESP,42.54,0.84,70.75,58
9900,IP-Tri-0,ESP,37.38,-6.01,53,50
9901,IP-Urd-1,ESP,42.27,-2.98,117,102.5
9902,IP-Usa-0,ESP,40.71,-3.24,98,110.3333333
9903,IP-Val-0,ESP,42.31,-3.1,108,108.75
9904,IP-Vas-0,ESP,40.95,-3.31,107.5,114.6666667
9905,IP-Ven-0,ESP,40.76,-4.01,89.75,95
9906,IP-Mah-6,ESP,40,4.25,88,80
9907,ENC-2-1,FRA,50.86,3.6,67.5,46.75
9908,ESP-1-11,FRA,50.72,3.47,65.25,46.5
9909,GEN-8,FRA,50.59,3.3,87,57
9910,BRI-2,FRA,50.68,3.52,70,43.5
9911,ARGE-1-15,FRA,47.16,4.28,66,44.5
9913,CON-7,FRA,47.24,4.43,81.5,50.75
9914,IST-29,FRA,47.58,5.33,74.75,55.25
9915,MAR-4-16,FRA,47.45,3.94,84.25,75.5
9916,MOL-1,FRA,47.1,4.22,68.75,51.5
9917,RAD-21,FRA,46.69,4.34,75.25,54.25
9918,SAUL-24,FRA,47.43,5.21,81.25,90
9919,BRE-14,FRA,48.85,4.45,67.75,47
9920,DIR-9,FRA,48.54,4.32,64,48.66666667
9921,FOR-23,FRA,48.57,4.41,64.5,48.25
9922,MIL-2,FRA,48.52,4.7,62.75,43.5
9923,PLO-1,FRA,48.58,4.46,66.25,50
9924,PLY-20,FRA,48.59,4.24,66.5,57
9925,RUM-20,FRA,48.91,4.52,92.5,79
9926,TRE-1,FRA,48.86,4.1,67,44.33333333
9927,ARR-17,FRA,44.05,3.69,87.75,73.25
9928,BEZ-9,FRA,44.12,3.77,83.5,77
9929,ISS-20,FRA,43.92,3.71,85.25,88
9930,LEC-25,FRA,43.91,4.14,75.75,68.66666667
9931,MOU2-25,FRA,43.98,4.31,57,42.33333333
9932,NOZ-6,FRA,44.12,4.33,81.5,76
9933,VED-10,FRA,43.74,3.89,76.75,49
9934,QUI-8,FRA,44.07,4.08,56,43
9935,BAU-15,FRA,50.6,2.93,79.25,73.75
9936,LCL-16,FRA,50.47,3.46,71.75,46.75
9937,CATS-6,FRA,50.79,2.69,67,47.75
9938,WAV-8,FRA,50.65,2.99,67.25,74
9939,Aitba-2,MAR,31.48,-7.45,75.25,60.75
9940,Toufl-1,MAR,31.47,-7.42,67,50
9941,Fei-0,POR,40.92,-8.54,70,42.5
9942,Agu-1,ESP,41.32,-1.34,65.66666667,110.6666667
9943,Cdm-0,ESP,39.73,-5.74,74,61.5
9944,Don-0,ESP,36.83,-6.36,75.75,68
9945,Leo-1,ESP,41.8,-3.11,113.5,110
9946,Mer-6,ESP,38.92,-6.34,61.5,54.5
9947,Ped-0,ESP,40.74,-3.9,104.5,125
9948,Pra-6,ESP,41.05,-3.54,105,NA
9949,Qui-0,ESP,42.69,-6.93,76.75,61.5
9950,Vie-0,ESP,42.63,0.76,99,86.25
9951,Kly-1,RUS,51.3333,82.5667,98.75,109.6666667
9952,Kly-4,RUS,51.32,82.55,86,104.3333333
9953,Koz-2,RUS,51.33,82.19,88,93.25
9954,Leb-3,RUS,51.65,80.82,97.5,104.75
9955,Stepn-2,RUS,54.09,60.46,80.5,73
9956,Stepn-1,RUS,54.06,60.48,72.75,61
9957,Borsk-2,RUS,53.04,51.75,83.75,85
9958,Shigu-1,RUS,53.33,49.48,82,76.5
9959,Shigu-2,RUS,53.33,49.48,81.5,78.75
9960,Kidr-1,RUS,51.31,57.56,82.5,66.66666667
9961,Krazo-2,RUS,53.09,52,84.25,81.5
9962,Galdo-1,ITA,40.57,15.32,78,71.75
9963,Lago-1,ITA,39.18,16.26,75,66.66666667
9964,Mammo-1,ITA,38.36,16.23,70,64.5
9965,Mammo-2,ITA,38.38,16.22,70.5,56
9966,Monte-1,ITA,40.28,15.65,90.5,80
9967,Moran-1,ITA,39.83,16.17,70,67.33333333
9968,Timpo-1,ITA,39.27,16.27,66.75,57.75
9969,Valsi-1,ITA,40.18,16.45,68.75,69.25
9970,Altenb-2,ITA,46.37,11.24,86.5,81.75
9971,Bozen-1.1,ITA,46.51,11.33,70.5,61
9972,Bozen-1.2,ITA,46.51,11.33,63,58.75
9973,Mitterberg-1-181,ITA,46.36,11.28,94.25,110
9974,Castelfed-4-212,ITA,46.34,11.29,94,93.5
9975,Castelfed-4-213,ITA,46.34,11.29,79.25,82.33333333
9976,Rovero-1,ITA,46.25,11.17,79,72.5
9977,Vezzano-2.1,ITA,46.63,10.82,94.75,91.75
9978,Vezzano-2.2,ITA,46.63,10.82,80.25,94.5
9979,Voeran-1,ITA,46.36,11.23,82.5,68.5
9980,Angel-1,ITA,38.62,16.17,68.5,60.5
9981,Angit-1,ITA,38.76,16.24,69.25,55.5
9982,Apost-1,ITA,39.01,16.47,85.5,79.25
9983,Ciste-1,ITA,41.62,12.87,63,58.5
9984,Ciste-2,ITA,41.62,12.87,65.75,56
9985,Slavi-1,BUL,41.43,23.65,71,63.5
9986,Jablo-1,BUL,41.59,25.2,89.33333333,86
9987,Lecho-1,BUL,41.43,23.5,91,82.25
9988,Bak-2,GEO,41.7942,43.4767,95.5,112.3333333
9989,Bak-7,GEO,41.7942,43.4767,103.5,111
9990,Lag2-2,GEO,41.8296,46.2831,83.75,75
9991,Vash-1,GEO,41.2381,46.3728,90.5,92.75
9992,Dog-4,TUR,38.3011,42.2239,92.25,95.75
9993,Nemrut-1,TUR,38.6425,42.2394,97.75,119.6666667
9994,Ey15-2,GER,48.43,8.77,78,54.5
9995,HKT2.4,GER,48.14,9.4,64.25,41.75
9996,Nie1-2,GER,48.52,8.8,61.33333333,38.25
9997,Rue3.1-31,GER,48.56,9.16,70.25,51.5
9998,Star-8,GER,48.43,8.82,68,46.25
9999,TueSB30-3,GER,48.53,9.06,72,54.25
10000,Tuescha-9,GER,48.53,9.05,61,54.5
