id,name,country,latitude,longitude,FT10,FT16
10001,TueV-13,GER,48.52,9.05,68.75,49.5
10002,TueWal-2,GER,48.53,9.04,61,42.5
10003,WalHaesB4,GER,48.6,9.19,81.25,57.66666667
10004,Bolin-1,ROU,44.46,25.74,81.75,79
10005,Copac-1,ROU,46.11,21.95,76.66666667,67.25
10006,Kastel-1,UKR,44.6419,34.3814,113.5,131.5
10007,Koch-1,UKR,50.3553,29.3244,75,61.25
10008,Sij-1,UZB,41.45,70.05,79.25,73
10009,Sij-2,UZB,41.45,70.05,80.75,77.75
10010,Sij-4,UZB,41.45,70.05,85,75.25
10011,Yeg-1,ARM,39.8692,45.3622,71,65.25
10012,Istisu-1,AZE,38.9786,48.5594,113.5,105.6666667
10013,Lerik1-3,AZE,38.7406,48.6131,92.25,100
10014,Xan-1,AZE,38.6536,48.7992,96.75,132
10015,Ara-1,AFG,37.29,71.3,69.75,51.25
10016,Del-10,SRV,44.9444,21.1828,89,72
10017,Petro-1,SRB,44.34,21.46,87.5,76.5
10018,Dobra-1,SRB,44.84,20.16,90,81.33333333
10019,KZ10,KAZ,48.67,54.93,60.5,42
10020,Jl-2,CZE,49.17,16.5,72.5,48
10021,Hl-0,GER,52.1444,9.37827,59.5,44
10022,Uk-3,GER,48.0333,7.7667,73.5,45.25
10023,Strand-1,,NA,NA,96.25,90
10024,Tnz-1,TZA,NA,NA,64,43.25
10025,Bsch-2,GER,50.01,8.67,62.25,45.5
10026,Bg-5,USA,47.6479,-122.305,63,49.5
100000,Wil-1,LTU,54.6833,25.3167,71.66666667,48.25
