Sample,Ecotype_id,Name,Tissue,Condition,Sequenced by,Genome_mCG,Genome_mCHG,Genome_mCHH,Genome_mC,TE_mCG,TE_mCHG,TE_mCHH,TE_mC,RdDM_mCG,RdDM_mCHG,RdDM_mCHH,RdDM_mC,CMT2_mCG,CMT2_mCHG,CMT2_mCHH,CMT2_mC,mGB_mCG
6990_pub,6990,Amel-1,Leaf,a.t.,SALK,0.041593615,0.013213982,0.021043928,0.075851525,0.516384397,0.259505078,0.106578764,0.18465653,0.749771703,0.490638539,0.301916294,0.396554479,0.805592112,0.496279353,0.159694322,0.304805784,0.216850181
6992,6992,Ang-0,Leaf,a.t.,SALK,0.028913818,0.007992538,0.012991112,0.049897468,0.521686588,0.206916871,0.066989285,0.137254509,0.753832379,0.412008325,0.193480669,0.289293596,0.807800447,0.396585453,0.103732345,0.235126451,0.192744469
6994,6994,Ann-1,Leaf,a.t.,SALK,0.032429772,0.008061244,0.013606942,0.054097958,0.51934669,0.197064935,0.065120023,0.136315542,0.734372804,0.377097605,0.166313508,0.264971402,0.800026028,0.397104173,0.123733515,0.253599487,0.226234439
6997_pub,6997,Appt-1,Leaf,a.t.,SALK,0.048165253,0.020839214,0.036108542,0.10511301,0.543182207,0.29418964,0.129600077,0.209566448,0.777777651,0.545703326,0.359265996,0.447781636,0.845226811,0.558049616,0.203735112,0.351085358,0.189606224
7000_pub,7000,Aa-0,Leaf,a.t.,SALK,0.044699568,0.019531582,0.034596812,0.098827963,0.539863396,0.273852676,0.112185324,0.190005043,0.786261113,0.50797958,0.307627389,0.400155163,0.861054811,0.562239269,0.195704707,0.342498961,0.183841506
7002_pub,7002,Baa-1,Leaf,a.t.,SALK,0.046695499,0.018356318,0.039078346,0.104130163,0.560321606,0.271054368,0.132613085,0.209239834,0.814150338,0.539965807,0.370268681,0.457775313,0.855384199,0.518924817,0.218715671,0.354744608,0.185360912
7003_pub,7003,Bs-1,Leaf,a.t.,SALK,0.056265339,0.022851247,0.048184779,0.127301364,0.536068181,0.269664103,0.142613503,0.215051736,0.805655614,0.54974579,0.39789481,0.480219493,0.85477831,0.493072815,0.210675909,0.347446025,0.218309594
7008_pub,7008,Benk-1,Leaf,a.t.,SALK,0.048464229,0.019999483,0.033151489,0.101615201,0.54406681,0.289522917,0.1249431,0.205899345,0.78329254,0.540674773,0.355888827,0.444924187,0.827959588,0.526742158,0.182298231,0.328503589,0.193123203
7013,7013,Bd-0,Leaf,a.t.,SALK,0.027914072,0.008948498,0.014956561,0.051819131,0.506340442,0.242988095,0.081009029,0.15037034,0.73347333,0.454222417,0.231123386,0.319393483,0.828578358,0.480828202,0.127766942,0.267899096,0.190426719
7014_pub,7014,Ba-1,Leaf,a.t.,SALK,0.050652001,0.022905731,0.037178916,0.110736649,0.548743387,0.301582603,0.13656401,0.217239277,0.809819876,0.571280934,0.400067471,0.483766614,0.881473359,0.583026657,0.196964226,0.35645056,0.190583116
7025_pub,7025,Bl-1,Leaf,a.t.,SALK,0.053364165,0.021714337,0.035621305,0.110699807,0.551382863,0.269165765,0.109923754,0.192400648,0.795111344,0.513484164,0.323806507,0.418328351,0.879419503,0.535800943,0.175315112,0.331543085,0.21036685
7026,7026,Boot-1,Leaf,a.t.,SALK,0.038269673,0.014052925,0.022210144,0.074532743,0.540548457,0.230801648,0.080254289,0.157118111,0.783133195,0.43830999,0.225794396,0.327186329,0.864315987,0.469913164,0.139645105,0.286604077,0.190099822
7028,7028,Bch-1,Leaf,a.t.,SALK,0.028550246,0.008705616,0.014807249,0.05206311,0.498650319,0.205626439,0.06451436,0.134057134,0.743711226,0.375431948,0.158101118,0.259992245,0.811800241,0.448288601,0.137662734,0.27006772,0.181315912
7031_pub,7031,Bsch-0,Leaf,a.t.,SALK,0.050166116,0.025408061,0.041396945,0.116971122,0.547554401,0.332833763,0.14179411,0.223529324,0.786688996,0.595320174,0.39642874,0.479977888,0.853220136,0.61425995,0.192214924,0.351804642,0.174394132
7033,7033,Buckhorn Pass,Leaf,a.t.,SALK,0.040950892,0.013549834,0.015953021,0.070453747,0.508261135,0.216790044,0.07119752,0.150706335,0.730974158,0.389363146,0.20644218,0.312320436,0.785210394,0.423492852,0.103517544,0.247202668,0.194191828
7036_pub,7036,Bu-0,Leaf,a.t.,SALK,0.045878654,0.022761876,0.042378378,0.111018908,0.53668237,0.310343983,0.130785337,0.208506155,0.779055822,0.55696201,0.346909553,0.436928351,0.817356088,0.575675881,0.218612866,0.355869189,0.177845966
7058,7058,Bur-0,Leaf,a.t.,SALK,0.032027722,0.012262509,0.020991165,0.065281396,0.508998688,0.245374761,0.089012865,0.160332598,0.738909078,0.433996376,0.213598227,0.309079585,0.799520149,0.499919605,0.172709264,0.305521365,0.166089641
7061_pub,7061,Cal-0,Leaf,a.t.,SALK,0.046624229,0.022715681,0.041690104,0.111030014,0.535789561,0.313943866,0.133797193,0.211792742,0.778202451,0.547575103,0.341649388,0.432951075,0.848853423,0.617405821,0.235234354,0.378701513,0.175627735
7062_pub,7062,Ca-0,Leaf,a.t.,SALK,0.052274089,0.022564706,0.044087784,0.118926579,0.55598759,0.292388404,0.143264971,0.221015762,0.807746736,0.576112736,0.414443935,0.493438742,0.87718974,0.553316707,0.213036907,0.361435474,0.198005344
7063,7063,Can-0,Leaf,a.t.,SALK,0.020858021,0.005991833,0.011407311,0.038257165,0.479085464,0.160113637,0.053989752,0.118698191,0.707715103,0.301632815,0.133033017,0.228339331,0.782859698,0.357489072,0.109095312,0.233058415,0.094513665
7067,7067,Ct-1,Leaf,a.t.,SALK,0.036962849,0.012133681,0.019085178,0.068181707,0.515435771,0.238890097,0.087878685,0.159524334,0.730139201,0.471192347,0.249245962,0.338015738,0.797760199,0.456876486,0.139486405,0.275892463,0.21399077
7068,7068,Cerv-1,Leaf,a.t.,SALK,0.026580384,0.007192945,0.012490277,0.046263606,0.479917381,0.192979368,0.058980551,0.124850438,0.69763632,0.318965139,0.125370361,0.221623328,0.79687689,0.452165469,0.13607316,0.263778181,0.201435175
7071_pub,7071,Chat-1,Leaf,a.t.,SALK,0.03917306,0.015333789,0.026559601,0.08106645,0.524728242,0.257845025,0.101109711,0.177816847,0.764880267,0.494989335,0.284985246,0.38181104,0.821991915,0.516726102,0.178124592,0.320296981,0.177076017
7077_bud,7077,Co-1,Flower bud,a.t.,SALK,0.039047981,0.014190394,0.016727352,0.069965726,0.534501291,0.285545112,0.092837582,0.180644069,0.789143338,0.487518762,0.261923462,0.374327888,0.858583889,0.554682464,0.130722129,0.298288488,0.192777393
7081,7081,Co,Leaf,a.t.,SALK,0.040728238,0.012707742,0.015918401,0.069354381,0.527814713,0.24185375,0.08576764,0.170630741,0.770030372,0.458985052,0.251960644,0.361097429,0.806481338,0.432748599,0.106403066,0.259267169,0.197323329
7092_pub,7092,Com-1,Leaf,a.t.,SALK,0.044288252,0.018314009,0.027531591,0.090133852,0.545716253,0.284851687,0.108059845,0.190772675,0.777369082,0.524358149,0.32886041,0.41971104,0.849403742,0.549631908,0.155424845,0.314568686,0.191379478
7094,7094,Da-0,Leaf,a.t.,SALK,0.037917612,0.012134185,0.017000246,0.067052043,0.555206282,0.221617368,0.073010201,0.152581577,0.787620349,0.426804032,0.207449001,0.312788819,0.838230614,0.426674992,0.111979215,0.25895417,0.183681916
7096,7096,Di-G,Leaf,a.t.,SALK,0.043226181,0.017527277,0.032673898,0.093427356,0.528872647,0.267785428,0.111241061,0.186264348,0.77764948,0.48716662,0.289035974,0.383851192,0.860051212,0.554117469,0.209451071,0.348903949,0.19867435
7102,7102,Do-0,Leaf,a.t.,SALK,0.026137108,0.007178607,0.013311932,0.046627646,0.499849921,0.19154684,0.067794689,0.133841057,0.742406215,0.400187509,0.196850671,0.290026817,0.809600389,0.373254623,0.109168238,0.236010105,0.152998531
7103,7103,Dra-0,Leaf,a.t.,SALK,0.030438415,0.007336874,0.014190652,0.051965941,0.519730951,0.184232636,0.064627739,0.132961526,0.733355954,0.328571212,0.155627123,0.249953405,0.837985475,0.413676015,0.13695746,0.264402003,0.225942931
7106,7106,Dr-0,Leaf,a.t.,SALK,0.030981852,0.009349672,0.015742721,0.056074245,0.524915383,0.228279442,0.07627387,0.147723221,0.749695771,0.42599254,0.208396622,0.30275591,0.855091013,0.46830927,0.130381989,0.271061317,0.215340716
7107,7107,Durh-1,Leaf,a.t.,SALK,0.026794715,0.006473268,0.012114862,0.045382845,0.522397344,0.188712167,0.066649164,0.13509567,0.752905509,0.382708837,0.184515633,0.279206759,0.822580173,0.376550178,0.112251827,0.240377729,0.177597591
7109_bud,7109,Ema-1,Flower bud,a.t.,SALK,0.041338357,0.017142695,0.022180654,0.080661705,0.569072282,0.306900288,0.09769672,0.188355272,0.81918724,0.533597959,0.292649583,0.398921969,0.891599761,0.609063514,0.128260791,0.309572168,0.202444314
7109_pub,7109,Ema-1,Leaf,a.t.,SALK,0.047540743,0.020058603,0.037944093,0.105543439,0.553135736,0.299900663,0.136742499,0.215067851,0.802751286,0.565717642,0.372443396,0.46019726,0.869587208,0.575748732,0.213999855,0.361980479,0.203821479
7111,7111,Edi-0,Leaf,a.t.,SALK,0.053098894,0.021993957,0.027092238,0.102185089,0.566874964,0.33151709,0.128028983,0.214926798,0.786324698,0.572009564,0.35210307,0.449744866,0.820967309,0.523580222,0.149245895,0.304415853,0.192055589
7117_pub,7117,El-0,Leaf,a.t.,SALK,0.043457786,0.015984973,0.022607678,0.082050437,0.532016732,0.257265172,0.098716435,0.180354577,0.790447824,0.504030927,0.315482733,0.411337394,0.843627696,0.509726868,0.130969461,0.290565542,0.194885294
7119,7119,En-2,Leaf,a.t.,SALK,0.031281726,0.007831557,0.011450746,0.050564029,0.525485917,0.180306079,0.057094344,0.128821104,0.743122176,0.391714343,0.196063999,0.28869957,0.831010431,0.352310883,0.064561513,0.206822762,0.187137689
7120_pub,7120,En-D,Leaf,a.t.,SALK,0.050089301,0.022328444,0.039414453,0.111832197,0.540307517,0.316159508,0.138769857,0.217584275,0.778957836,0.599165241,0.398902305,0.48054912,0.847923585,0.583734507,0.205129071,0.354582392,0.215021289
7125,7125,Er-0,Leaf,a.t.,SALK,0.038473935,0.014824607,0.024142279,0.07744082,0.521265885,0.227933044,0.069552283,0.145032917,0.736562008,0.350706095,0.145802279,0.2479789,0.83766037,0.515881131,0.153217786,0.296380927,0.197944289
7125_bud,7125,Er-0,Flower bud,a.t.,SALK,0.047411542,0.018900862,0.01882693,0.085139334,0.557380586,0.29581128,0.076004133,0.174886656,0.801220569,0.466069061,0.204362852,0.33393608,0.874573801,0.598795907,0.122852262,0.306913362,0.222332575
7126_pub,7126,Es-0,Leaf,a.t.,SALK,0.044258254,0.016891105,0.026465525,0.087614884,0.524298585,0.260074874,0.099384736,0.17572413,0.766800826,0.501846283,0.306728741,0.395036234,0.857395302,0.522900691,0.146660498,0.302594583,0.219082434
7127_pub,7127,Est,Leaf,a.t.,SALK,0.045206859,0.020584049,0.032127346,0.097918254,0.529802894,0.307002135,0.111444842,0.193288212,0.775489875,0.56013131,0.320000917,0.415893497,0.839985019,0.58050266,0.165694851,0.323982656,0.197317476
7130,7130,Et-0,Leaf,a.t.,SALK,0.041951314,0.016705849,0.025088646,0.083745809,0.566929577,0.276306693,0.095292136,0.180465166,0.797379603,0.500563241,0.269601453,0.37359073,0.866477713,0.55449571,0.160157375,0.316847667,0.196717704
7133_bud,7133,Fr-2,Flower bud,a.t.,SALK,0.045804737,0.018138545,0.01916998,0.083113262,0.596822595,0.309412533,0.090535385,0.190312562,0.831451589,0.515157045,0.26676835,0.386985068,0.876012821,0.581766955,0.11723362,0.297881617,0.210447621
7133_pub,7133,Fr-2,Leaf,a.t.,SALK,0.044136315,0.017249428,0.031009371,0.092395115,0.571869745,0.275307065,0.115667975,0.197690878,0.798983577,0.508916903,0.325799718,0.419406515,0.854766126,0.530720297,0.184864771,0.329711401,0.197425961
7138,7138,Fi-0,Leaf,a.t.,SALK,0.035955473,0.013825248,0.023733586,0.073514307,0.516538349,0.256461914,0.102018991,0.175845354,0.761749823,0.486209007,0.300170876,0.387790356,0.821398568,0.508322498,0.15427872,0.298510258,0.179952839
7143_pub,7143,Gel-1,Leaf,a.t.,SALK,0.038769189,0.016708712,0.026186472,0.081664372,0.537755618,0.292331501,0.103258762,0.181660661,0.771310671,0.528637631,0.282146251,0.380069811,0.832107207,0.556727458,0.170242734,0.315875562,0.191222218
7147_pub,7147,Gie-0,Leaf,a.t.,SALK,0.04124612,0.015967021,0.029314344,0.086527485,0.53399208,0.273482451,0.113602922,0.190747054,0.787965057,0.538037466,0.338845776,0.426665669,0.849823799,0.51883283,0.156204278,0.309241978,0.191724966
7148_pub,7148,Gifu-2,Leaf,a.t.,SALK,0.04473261,0.017630583,0.028707236,0.091070429,0.54020739,0.263697826,0.102119064,0.183702039,0.778927627,0.476280076,0.293175498,0.390689683,0.854486068,0.534158171,0.171053185,0.322487918,0.202353428
7158,7158,Gr-5,Leaf,a.t.,SALK,0.024273352,0.006804833,0.010542814,0.041621,0.507095582,0.220774053,0.062437446,0.13445471,0.732827863,0.387027438,0.164392293,0.263842998,0.811025341,0.447041768,0.110855673,0.247028111,0.162633133
7160_pub,7160,Gre-0,Leaf,a.t.,SALK,0.048868856,0.019882621,0.031246267,0.099997743,0.532665132,0.266026937,0.105105383,0.186147229,0.775556698,0.487973391,0.305748693,0.401236063,0.856766181,0.537915036,0.169083822,0.324961106,0.206757282
7161,7161,Gd-1,Leaf,a.t.,SALK,0.02862115,0.00734076,0.012341163,0.048303073,0.512371923,0.184186826,0.057835731,0.127498336,0.737883049,0.358701788,0.152361641,0.251045962,0.828225863,0.398894949,0.112665986,0.245298828,0.192446831
7162_pub,7162,Hs-0,Leaf,a.t.,SALK,0.042438854,0.017151999,0.029127116,0.088717968,0.542772692,0.283576921,0.113296735,0.194262497,0.788672962,0.52873728,0.310876626,0.410372536,0.852484727,0.552023476,0.194068656,0.340369766,0.189751586
7163_pub,7163,Ha-0,Leaf,a.t.,SALK,0.040992311,0.018031135,0.033568075,0.092591521,0.517702818,0.293754986,0.124221562,0.198548174,0.769885352,0.546425138,0.340681835,0.427934366,0.835123799,0.576582553,0.201896588,0.347100002,0.196168347
7164,7164,Hau-0,Leaf,a.t.,SALK,0.022699857,0.005967629,0.009870762,0.038538249,0.464055499,0.174389996,0.052798469,0.116173921,0.67922283,0.320543981,0.140519503,0.228759842,0.748706738,0.376110394,0.093738624,0.218256257,0.145591707
7165,7165,Hn-0,Leaf,a.t.,SALK,0.028951699,0.008068205,0.012810497,0.049830401,0.53326241,0.213315053,0.069369255,0.141463184,0.774924739,0.424713461,0.206742283,0.303105663,0.847692137,0.427360798,0.108520497,0.249066808,0.186536692
7166_pub,7166,Hey-1,Leaf,a.t.,SALK,0.034973634,0.013948421,0.025940649,0.074862705,0.525672158,0.282754814,0.109666618,0.184885569,0.760180571,0.51701209,0.293742867,0.385229122,0.822942399,0.544584159,0.187116021,0.327893713,0.179033438
7167,7167,Hi-0,Leaf,a.t.,SALK,0.028319451,0.009187162,0.012827111,0.050333724,0.527367496,0.226779939,0.06135284,0.136062453,0.746249456,0.395768652,0.165143831,0.264115824,0.844641758,0.479769368,0.110689511,0.256542165,0.175712126
7169,7169,Hh-0,Leaf,a.t.,SALK,0.027129983,0.008047002,0.013487346,0.048664331,0.518788733,0.214151615,0.067954409,0.13843477,0.739805241,0.390353391,0.18025136,0.274102246,0.832805189,0.445927651,0.123392178,0.258138138,0.180314068
7177_pub,7177,Jm-0,Leaf,a.t.,SALK,0.036528091,0.014173853,0.03252038,0.083222324,0.473778936,0.238196716,0.116358721,0.179302998,0.72438326,0.485731231,0.311226627,0.39141532,0.783742427,0.482446315,0.217876331,0.335785873,0.174221329
7181,7181,Je-0,Leaf,a.t.,SALK,0.036990936,0.014004901,0.027005032,0.078000869,0.542934458,0.263161885,0.104658055,0.179914792,0.777858214,0.506571671,0.287832836,0.380923003,0.852410911,0.510556933,0.178281781,0.317626013,0.175661186
7183_pub,7183,Kas-1,Leaf,a.t.,SALK,0.041788879,0.020862396,0.039305691,0.101956965,0.520175339,0.288402785,0.126621472,0.199667403,0.769235859,0.535983402,0.338718513,0.425420252,0.797491769,0.543146869,0.200182687,0.335037188,0.123408099
7186,7186,Kn-0,Leaf,a.t.,SALK,0.025750589,0.007217009,0.011594741,0.044562339,0.504456027,0.21090737,0.063200314,0.132676613,0.740531714,0.399130625,0.173862395,0.270218495,0.805379507,0.430594076,0.111148891,0.244965801,0.178412
7199_pub,7199,Kl-5,Leaf,a.t.,SALK,0.036653886,0.014012339,0.024559545,0.075225771,0.51583241,0.259736327,0.1018059,0.176027505,0.76987256,0.502533184,0.302288794,0.393607813,0.826196602,0.53206358,0.170287076,0.313277291,0.188243304
7202,7202,Kb-0,Leaf,a.t.,SALK,0.029442173,0.008118412,0.015869571,0.053430156,0.521024309,0.200949431,0.074757195,0.143198845,0.7600224,0.404457771,0.210498876,0.302392735,0.827873072,0.400306189,0.126928119,0.256412831,0.190320084
7203_pub,7203,Krot-0,Leaf,a.t.,SALK,0.042279826,0.017860185,0.027788384,0.087928395,0.540858471,0.307154909,0.111293445,0.193292625,0.786804177,0.570017055,0.329067445,0.424585989,0.857890236,0.598066713,0.173679207,0.332503736,0.218081012
7206_pub,7206,Kro-0,Leaf,a.t.,SALK,0.040422849,0.01640501,0.03419626,0.09102412,0.500855839,0.251932829,0.122554696,0.191324398,0.733286764,0.501063216,0.345693963,0.423656522,0.828683218,0.515296453,0.215284018,0.347021706,0.167552439
7207_pub,7207,Kyoto,Leaf,a.t.,SALK,0.036056489,0.012348249,0.019043707,0.067448445,0.502741614,0.245250203,0.08995243,0.164556245,0.749118565,0.506641759,0.308421137,0.394412836,0.797751638,0.475812455,0.104627122,0.258408612,0.192222649
7208_pub,7208,Lan-0,Leaf,a.t.,SALK,0.043509104,0.018562053,0.028971689,0.091042846,0.551213258,0.290222323,0.104214268,0.187493693,0.797413076,0.546838184,0.321483759,0.417114469,0.88770725,0.576353147,0.163300307,0.326329045,0.200735069
7209_pub,7209,La-0,Leaf,a.t.,SALK,0.041007381,0.017630568,0.026375805,0.085013754,0.549801405,0.303088192,0.103041981,0.187533209,0.790966897,0.541262455,0.291894713,0.393737942,0.860505008,0.594315256,0.167296433,0.326462261,0.195130589
7213,7213,Ler-0,Leaf,a.t.,SALK,0.024689283,0.007363104,0.01234791,0.044400297,0.51390916,0.223724417,0.06403285,0.13596605,0.751640188,0.392490084,0.166827713,0.266386115,0.826385958,0.474383606,0.117917024,0.258482183,0.169146914
7217_pub,7217,Lm-2,Leaf,a.t.,SALK,0.042198333,0.019355962,0.034261411,0.095815706,0.5226297,0.323058054,0.138647633,0.214059927,0.777413521,0.587970524,0.386424856,0.468307471,0.854706682,0.632426945,0.218701651,0.368570891,0.20393556
7218,7218,Le-0,Leaf,a.t.,SALK,0.024010904,0.006818159,0.01320455,0.044033613,0.485823886,0.209175829,0.07428677,0.13874701,0.719088697,0.410121086,0.197173493,0.285906352,0.780968865,0.418712796,0.131664607,0.254719729,0.163569628
7223_bud,7223,Li-2:1,Flower bud,a.t.,SALK,0.044740645,0.017509711,0.018203843,0.080454199,0.554240819,0.310629264,0.086454472,0.179461669,0.80279402,0.515831805,0.269337419,0.379697823,0.890725574,0.624598042,0.114234041,0.301522827,0.253126536
7231,7231,Li-7,Leaf,a.t.,SALK,0.048672803,0.016726295,0.022281512,0.08768061,0.544552806,0.268771138,0.116325054,0.198901656,0.783338529,0.518954771,0.338135781,0.434814054,0.81323427,0.445620725,0.129426439,0.279654236,0.203212971
7236,7236,Litva,Leaf,a.t.,SALK,0.036556142,0.01575864,0.026924618,0.079239401,0.522775052,0.275271895,0.107581195,0.182695923,0.765667501,0.492247161,0.280242366,0.37423665,0.842581552,0.560041585,0.193583783,0.337024458,0.163638897
7236_bud,7236,Litva,Flower bud,a.t.,SALK,0.038300827,0.017315431,0.020279499,0.075895757,0.57653895,0.324705498,0.091137336,0.188441081,0.826217742,0.527159059,0.257136848,0.377095686,0.897547488,0.623753151,0.135601716,0.316969835,0.167496276
7244,7244,Mnz-0,Leaf,a.t.,SALK,0.027893981,0.006728969,0.012081488,0.046704438,0.519761107,0.189604532,0.065982345,0.13359463,0.753434784,0.385213914,0.192843489,0.283531706,0.821891857,0.382438423,0.105623398,0.23512846,0.19694075
7250,7250,Me-0,Leaf,a.t.,SALK,0.025716145,0.00769815,0.012416195,0.04583049,0.503478555,0.220968306,0.065053363,0.135105782,0.73113409,0.401030985,0.178882638,0.273677621,0.778278304,0.439942376,0.107218709,0.239953978,0.175908769
7252,7252,Mc-0,Leaf,a.t.,SALK,0.036037662,0.012572985,0.024775172,0.073385819,0.541491243,0.259391204,0.102424373,0.178385541,0.767719798,0.461006898,0.2556157,0.350863796,0.832788675,0.506226007,0.184337475,0.319216165,0.189651079
7255_bud,7255,Mh-0,Flower bud,a.t.,SALK,0.044886341,0.015443743,0.016876629,0.077206714,0.556713754,0.286649156,0.08623532,0.182363539,0.805397038,0.481678966,0.23786275,0.363313376,0.873053487,0.540357172,0.12227126,0.296661598,0.219948908
7258_bud,7258,Nw-0,Flower bud,a.t.,SALK,0.04285505,0.016607947,0.016231338,0.075694335,0.566082817,0.296856592,0.082761937,0.179115683,0.818529853,0.495955707,0.25262305,0.372878779,0.895462192,0.598375026,0.110353574,0.292861875,0.215759488
7263,7263,Nz-1,Leaf,a.t.,SALK,0.02629399,0.00735954,0.012116305,0.045769835,0.509084061,0.217695238,0.067196814,0.137061758,0.737682318,0.409848801,0.187122901,0.281380879,0.812891916,0.438431243,0.112341933,0.247039877,0.190656069
7268_bud,7268,Np-0,Flower bud,a.t.,SALK,0.043149325,0.016372326,0.021550448,0.081072098,0.542472465,0.287066912,0.092481638,0.180551625,0.797848779,0.488318492,0.250364999,0.363913669,0.852603832,0.560871635,0.139211747,0.305022467,0.216607792
