id,experiment,tray,row,column,block,genotype,harvested_june2020
F1.5.02,crosses,10,2,1,55,6024 x 8231,1
F1.2.01,crosses,10,2,2,55,1158 x 6125,1
S1.1.01,crosses,10,2,3,55,1158a,1
S1.8.01,crosses,10,2,4,55,6125b,1
F1.7.01,crosses,10,2,5,55,8231 x 1158,1
S1.5.01,crosses,10,2,6,55,6092a,
S1.6.01,crosses,10,2,7,55,6092b,1
,crosses,10,2,8,55,NA,
S1.3.01,crosses,10,2,9,55,6024b,1
,crosses,10,2,10,55,NA,
S1.10.01,crosses,10,2,11,55,8231b,1
F1.1.01,crosses,10,3,1,56,1158 x 6092,1
,crosses,10,3,2,56,NA,
S1.6.02,crosses,10,3,3,56,6092b,1
S1.4.02,crosses,10,3,4,56,6024a,1
S1.7.02,crosses,10,3,5,56,6125a,
S1.3.02,crosses,10,3,6,56,6024b,
,crosses,10,3,7,56,NA,
F1.6.02,crosses,10,3,8,56,6125 x 1158,1
S1.9.02,crosses,10,3,9,56,8231a,1
F1.5.03,crosses,10,3,10,56,6024 x 8231,1
S1.10.02,crosses,10,3,11,56,8231b,1
,crosses,10,4,1,56,NA,
F1.2.02,crosses,10,4,2,56,1158 x 6125,1
F1.8.02,crosses,10,4,3,56,8231 x 1158,1
S1.2.02,crosses,10,4,4,56,1158b,1
F1.7.02,crosses,10,4,5,56,8231 x 1158,
,crosses,10,4,6,56,NA,
S1.1.02,crosses,10,4,7,56,1158a,1
S1.5.02,crosses,10,4,8,56,6092a,1
F1.4.02,crosses,10,4,9,56,6024 x 6092,1
,crosses,10,4,10,56,NA,
S1.8.02,crosses,10,4,11,56,6125b,1
S1.2.03,crosses,10,5,1,57,1158b,1
S1.6.03,crosses,10,5,2,57,6092b,1
S1.1.03,crosses,10,5,3,57,1158a,
S1.4.03,crosses,10,5,4,57,6024a,1
F1.2.03,crosses,10,5,5,57,1158 x 6125,1
,crosses,10,5,6,57,NA,
F1.7.03,crosses,10,5,7,57,8231 x 1158,1
S1.5.03,crosses,10,5,8,57,6092a,1
S1.9.03,crosses,10,5,9,57,8231a,1
S1.10.03,crosses,10,5,10,57,8231b,
,crosses,10,5,11,57,NA,
F1.8.03,crosses,10,6,1,57,8231 x 1158,
F1.5.04,crosses,10,6,2,57,6024 x 8231,
,crosses,10,6,3,57,NA,
F1.4.03,crosses,10,6,4,57,6024 x 6092,1
F1.1.02,crosses,10,6,5,57,1158 x 6092,1
F1.6.03,crosses,10,6,6,57,6125 x 1158,1
F1.5.05,crosses,10,6,7,57,6024 x 8231,1
,crosses,10,6,8,57,NA,
S1.7.03,crosses,10,6,9,57,6125a,
S1.8.03,crosses,10,6,10,57,6125b,1
S1.3.03,crosses,10,6,11,57,6024b,1
S1.6.04,crosses,11,1,1,58,6092b,
F1.2.04,crosses,11,1,2,58,1158 x 6125,1
,crosses,11,1,3,58,NA,
S1.3.04,crosses,11,1,4,58,6024b,
F1.6.04,crosses,11,1,5,58,6125 x 1158,
,crosses,11,1,6,58,NA,
S1.8.04,crosses,11,1,7,58,6125b,
S1.9.04,crosses,11,1,8,58,8231a,1
,crosses,11,1,9,58,NA,
S1.10.04,crosses,11,1,10,58,8231b,1
,crosses,11,1,11,58,NA,
F1.5.06,crosses,11,2,1,58,6024 x 8231,1
S1.5.04,crosses,11,2,2,58,6092a,
S1.1.04,crosses,11,2,3,58,1158a,
F1.4.04,crosses,11,2,4,58,6024 x 6092,
S1.7.04,crosses,11,2,5,58,6125a,
S1.4.04,crosses,11,2,6,58,6024a,
F1.7.04,crosses,11,2,7,58,8231 x 1158,1
F1.8.04,crosses,11,2,8,58,8231 x 1158,
,crosses,11,2,9,58,NA,
S1.2.04,crosses,11,2,10,58,1158b,
F1.5.07,crosses,11,2,11,58,6024 x 8231,1
F1.5.08,crosses,11,3,1,59,6024 x 8231,1
S1.2.05,crosses,11,3,2,59,1158b,
S1.5.05,crosses,11,3,3,59,6092a,1
F1.8.05,crosses,11,3,4,59,8231 x 1158,1
S1.10.05,crosses,11,3,5,59,8231b,
F1.6.05,crosses,11,3,6,59,6125 x 1158,1
S1.4.05,crosses,11,3,7,59,6024a,1
,crosses,11,3,8,59,NA,
S1.9.05,crosses,11,3,9,59,8231a,1
,crosses,11,3,10,59,NA,
,crosses,11,3,11,59,NA,
,crosses,11,4,1,59,NA,
F1.2.05,crosses,11,4,2,59,1158 x 6125,
S1.1.05,crosses,11,4,3,59,1158a,
F1.4.05,crosses,11,4,4,59,6024 x 6092,1
S1.7.05,crosses,11,4,5,59,6125a,1
F1.7.05,crosses,11,4,6,59,8231 x 1158,1
S1.3.05,crosses,11,4,7,59,6024b,1
,crosses,11,4,8,59,NA,
S1.8.05,crosses,11,4,9,59,6125b,1
,crosses,11,4,10,59,NA,
S1.6.05,crosses,11,4,11,59,6092b,1
S1.10.06,crosses,11,5,1,60,8231b,
S1.5.06,crosses,11,5,2,60,6092a,
S1.4.06,crosses,11,5,3,60,6024a,
S1.3.06,crosses,11,5,4,60,6024b,1
F1.9.01,crosses,11,5,5,60,8231 x 6024,1
F1.6.06,crosses,11,5,6,60,6125 x 1158,
S1.6.06,crosses,11,5,7,60,6092b,1
,crosses,11,5,8,60,NA,
,crosses,11,5,9,60,NA,
S1.7.06,crosses,11,5,10,60,6125a,1
F1.8.06,crosses,11,5,11,60,8231 x 1158,1
,crosses,11,6,1,60,NA,
F1.2.06,crosses,11,6,2,60,1158 x 6125,
,crosses,11,6,3,60,NA,
F1.5.09,crosses,11,6,4,60,6024 x 8231,
F1.7.06,crosses,11,6,5,60,8231 x 1158,1
S1.8.06,crosses,11,6,6,60,6125b,1
F1.4.06,crosses,11,6,7,60,6024 x 6092,
S1.9.06,crosses,11,6,8,60,8231a,
S1.1.06,crosses,11,6,9,60,1158a,1
,crosses,11,6,10,60,NA,
S1.2.06,crosses,11,6,11,60,1158b,1
,crosses,12,1,1,61,NA,
S1.9.07,crosses,12,1,2,61,8231a,1
,crosses,12,1,3,61,NA,
F1.5.10,crosses,12,1,4,61,6024 x 8231,1
F1.7.07,crosses,12,1,5,61,8231 x 1158,1
F1.3.01,crosses,12,1,6,61,1158 x 8231,1
F1.9.02,crosses,12,1,7,61,8231 x 6024,1
S1.4.07,crosses,12,1,8,61,6024a,1
S1.3.07,crosses,12,1,9,61,6024b,1
S1.8.07,crosses,12,1,10,61,6125b,1
S1.7.07,crosses,12,1,11,61,6125a,1
S1.6.07,crosses,12,2,1,61,6092b,
F1.2.07,crosses,12,2,2,61,1158 x 6125,1
S1.2.07,crosses,12,2,3,61,1158b,1
S1.10.07,crosses,12,2,4,61,8231b,
,crosses,12,2,5,61,NA,
S1.1.07,crosses,12,2,6,61,1158a,1
,crosses,12,2,7,61,NA,
,crosses,12,2,8,61,NA,
F1.4.07,crosses,12,2,9,61,6024 x 6092,1
S1.5.07,crosses,12,2,10,61,6092a,1
F1.6.07,crosses,12,2,11,61,6125 x 1158,1
F1.2.08,crosses,12,3,1,62,1158 x 6125,
S1.5.08,crosses,12,3,2,62,6092a,1
F1.8.07,crosses,12,3,3,62,8231 x 1158,1
,crosses,12,3,4,62,NA,
S1.9.08,crosses,12,3,5,62,8231a,1
S1.10.08,crosses,12,3,6,62,8231b,
,crosses,12,3,7,62,NA,
,crosses,12,3,8,62,NA,
S1.3.08,crosses,12,3,9,62,6024b,1
,crosses,12,3,10,62,NA,
S1.4.08,crosses,12,3,11,62,6024a,1
S1.1.08,crosses,12,4,1,62,1158a,1
S1.2.08,crosses,12,4,2,62,1158b,
F1.4.08,crosses,12,4,3,62,6024 x 6092,1
S1.7.08,crosses,12,4,4,62,6125a,1
,crosses,12,4,5,62,NA,
F1.5.11,crosses,12,4,6,62,6024 x 8231,
F1.7.08,crosses,12,4,7,62,8231 x 1158,
S1.6.08,crosses,12,4,8,62,6092b,
F1.6.08,crosses,12,4,9,62,6125 x 1158,1
S1.8.08,crosses,12,4,10,62,6125b,1
F1.5.12,crosses,12,4,11,62,6024 x 8231,1
F1.6.09,crosses,12,5,1,63,6125 x 1158,1
,crosses,12,5,2,63,NA,
,crosses,12,5,3,63,NA,
F1.7.09,crosses,12,5,4,63,8231 x 1158,1
F1.5.13,crosses,12,5,5,63,6024 x 8231,1
S1.6.09,crosses,12,5,6,63,6092b,
,crosses,12,5,7,63,NA,
S1.3.09,crosses,12,5,8,63,6024b,
,crosses,12,5,9,63,NA,
F1.2.09,crosses,12,5,10,63,1158 x 6125,1
S1.9.09,crosses,12,5,11,63,8231a,
S1.10.09,crosses,12,6,1,63,8231b,1
S1.1.09,crosses,12,6,2,63,1158a,1
F1.4.09,crosses,12,6,3,63,6024 x 6092,1
F1.3.02,crosses,12,6,4,63,1158 x 8231,1
S1.2.09,crosses,12,6,5,63,1158b,1
F1.5.14,crosses,12,6,6,63,6024 x 8231,
S1.4.09,crosses,12,6,7,63,6024a,
S1.5.09,crosses,12,6,8,63,6092a,1
S1.7.09,crosses,12,6,9,63,6125a,
F1.1.03,crosses,12,6,10,63,1158 x 6092,
S1.8.09,crosses,12,6,11,63,6125b,1
F1.7.10,crosses,13,1,1,64,8231 x 1158,
,crosses,13,1,2,64,NA,
,crosses,13,1,3,64,NA,
S1.4.10,crosses,13,1,4,64,6024a,
F1.2.10,crosses,13,1,5,64,1158 x 6125,1
S1.2.10,crosses,13,1,6,64,1158b,1
,crosses,13,1,7,64,NA,
,crosses,13,1,8,64,NA,
,crosses,13,1,9,64,NA,
S1.6.10,crosses,13,1,10,64,6092b,
S1.10.10,crosses,13,1,11,64,8231b,
F1.8.08,crosses,13,2,1,64,8231 x 1158,
F1.4.10,crosses,13,2,2,64,6024 x 6092,
F1.5.15,crosses,13,2,3,64,6024 x 8231,
S1.8.10,crosses,13,2,4,64,6125b,
S1.5.10,crosses,13,2,5,64,6092a,
F1.6.10,crosses,13,2,6,64,6125 x 1158,1
S1.1.10,crosses,13,2,7,64,1158a,1
,crosses,13,2,8,64,NA,
S1.3.10,crosses,13,2,9,64,6024b,
S1.7.10,crosses,13,2,10,64,6125a,
S1.9.10,crosses,13,2,11,64,8231a,
,crosses,13,3,1,65,NA,
S1.1.11,crosses,13,3,2,65,1158a,
S1.8.11,crosses,13,3,3,65,6125b,
S1.2.11,crosses,13,3,4,65,1158b,1
S1.3.11,crosses,13,3,5,65,6024b,
S1.7.11,crosses,13,3,6,65,6125a,
F1.2.11,crosses,13,3,7,65,1158 x 6125,1
F1.7.11,crosses,13,3,8,65,8231 x 1158,
,crosses,13,3,9,65,NA,
F1.4.11,crosses,13,3,10,65,6024 x 6092,
,crosses,13,3,11,65,NA,
S1.4.11,crosses,13,4,1,65,6024a,1
S1.9.11,crosses,13,4,2,65,8231a,
S1.10.11,crosses,13,4,3,65,8231b,
,crosses,13,4,4,65,NA,
S1.6.11,crosses,13,4,5,65,6092b,
F1.6.11,crosses,13,4,6,65,6125 x 1158,
F1.3.03,crosses,13,4,7,65,1158 x 8231,
S1.5.11,crosses,13,4,8,65,6092a,
F1.5.16,crosses,13,4,9,65,6024 x 8231,1
,crosses,13,4,10,65,NA,
F1.5.17,crosses,13,4,11,65,6024 x 8231,1
S1.1.12,crosses,13,5,1,66,1158a,1
,crosses,13,5,2,66,NA,
F1.3.04,crosses,13,5,3,66,1158 x 8231,
S1.8.12,crosses,13,5,4,66,6125b,
,crosses,13,5,5,66,NA,
F1.9.03,crosses,13,5,6,66,8231 x 6024,
F1.6.12,crosses,13,5,7,66,6125 x 1158,1
S1.2.12,crosses,13,5,8,66,1158b,
S1.9.12,crosses,13,5,9,66,8231a,1
F1.2.12,crosses,13,5,10,66,1158 x 6125,
S1.6.12,crosses,13,5,11,66,6092b,
F1.7.12,crosses,13,6,1,66,8231 x 1158,1
S1.7.12,crosses,13,6,2,66,6125a,
F1.5.18,crosses,13,6,3,66,6024 x 8231,
S1.3.12,crosses,13,6,4,66,6024b,
F1.1.04,crosses,13,6,5,66,1158 x 6092,
F1.4.12,crosses,13,6,6,66,6024 x 6092,
,crosses,13,6,7,66,NA,
S1.5.12,crosses,13,6,8,66,6092a,
,crosses,13,6,9,66,NA,
S1.10.12,crosses,13,6,10,66,8231b,1
S1.4.12,crosses,13,6,11,66,6024a,
,crosses,14,1,1,67,NA,
S1.8.13,crosses,14,1,2,67,6125b,1
S1.3.13,crosses,14,1,3,67,6024b,
F1.6.13,crosses,14,1,4,67,6125 x 1158,1
F1.7.13,crosses,14,1,5,67,8231 x 1158,
,crosses,14,1,6,67,NA,
,crosses,14,1,7,67,NA,
,crosses,14,1,8,67,NA,
S1.5.13,crosses,14,1,9,67,6092a,
S1.6.13,crosses,14,1,10,67,6092b,
,crosses,14,1,11,67,NA,
S1.7.13,crosses,14,2,1,67,6125a,
F1.8.09,crosses,14,2,2,67,8231 x 1158,
F1.4.13,crosses,14,2,3,67,6024 x 6092,
S1.10.13,crosses,14,2,4,67,8231b,1
F1.5.19,crosses,14,2,5,67,6024 x 8231,1
S1.9.13,crosses,14,2,6,67,8231a,
S1.2.13,crosses,14,2,7,67,1158b,1
F1.2.13,crosses,14,2,8,67,1158 x 6125,1
S1.4.13,crosses,14,2,9,67,6024a,
F1.5.20,crosses,14,2,10,67,6024 x 8231,
S1.1.13,crosses,14,2,11,67,1158a,
S1.10.14,crosses,14,3,1,68,8231b,
S1.4.14,crosses,14,3,2,68,6024a,1
S1.2.14,crosses,14,3,3,68,1158b,
S1.5.14,crosses,14,3,4,68,6092a,
F1.2.14,crosses,14,3,5,68,1158 x 6125,1
S1.9.14,crosses,14,3,6,68,8231a,
F1.7.14,crosses,14,3,7,68,8231 x 1158,
,crosses,14,3,8,68,NA,
F1.5.21,crosses,14,3,9,68,6024 x 8231,
,crosses,14,3,10,68,NA,
,crosses,14,3,11,68,NA,
S1.7.14,crosses,14,4,1,68,6125a,
F1.3.05,crosses,14,4,2,68,1158 x 8231,
,crosses,14,4,3,68,NA,
S1.1.14,crosses,14,4,4,68,1158a,
F1.1.05,crosses,14,4,5,68,1158 x 6092,1
F1.4.14,crosses,14,4,6,68,6024 x 6092,1
,crosses,14,4,7,68,NA,
S1.3.14,crosses,14,4,8,68,6024b,
S1.8.14,crosses,14,4,9,68,6125b,
S1.6.14,crosses,14,4,10,68,6092b,
F1.6.14,crosses,14,4,11,68,6125 x 1158,1
F1.2.15,crosses,14,5,1,69,1158 x 6125,1
F1.4.15,crosses,14,5,2,69,6024 x 6092,
S1.1.15,crosses,14,5,3,69,1158a,1
S1.7.15,crosses,14,5,4,69,6125a,
F1.5.22,crosses,14,5,5,69,6024 x 8231,1
F1.7.15,crosses,14,5,6,69,8231 x 1158,
,crosses,14,5,7,69,NA,
S1.2.15,crosses,14,5,8,69,1158b,
S1.8.15,crosses,14,5,9,69,6125b,
,crosses,14,5,10,69,NA,
S1.6.15,crosses,14,5,11,69,6092b,
S1.4.15,crosses,14,6,1,69,6024a,
F1.6.15,crosses,14,6,2,69,6125 x 1158,1
F1.3.06,crosses,14,6,3,69,1158 x 8231,1
,crosses,14,6,4,69,NA,
F1.5.23,crosses,14,6,5,69,6024 x 8231,1
S1.9.15,crosses,14,6,6,69,8231a,
,crosses,14,6,7,69,NA,
S1.5.15,crosses,14,6,8,69,6092a,
S1.3.15,crosses,14,6,9,69,6024b,
S1.10.15,crosses,14,6,10,69,8231b,
,crosses,14,6,11,69,NA,
S1.9.16,crosses,15,1,1,70,8231a,
S1.7.16,crosses,15,1,2,70,6125a,
,crosses,15,1,3,70,NA,
F1.5.24,crosses,15,1,4,70,6024 x 8231,1
,crosses,15,1,5,70,NA,
S1.1.16,crosses,15,1,6,70,1158a,1
F1.2.16,crosses,15,1,7,70,1158 x 6125,1
S1.5.16,crosses,15,1,8,70,6092a,1
F1.6.16,crosses,15,1,9,70,6125 x 1158,1
S1.4.16,crosses,15,1,10,70,6024a,
F1.3.07,crosses,15,1,11,70,1158 x 8231,
S1.2.16,crosses,15,2,1,70,1158b,
,crosses,15,2,2,70,NA,
F1.7.16,crosses,15,2,3,70,8231 x 1158,
S1.10.16,crosses,15,2,4,70,8231b,1
,crosses,15,2,5,70,NA,
S1.3.16,crosses,15,2,6,70,6024b,
S1.8.16,crosses,15,2,7,70,6125b,
S1.6.16,crosses,15,2,8,70,6092b,
,crosses,15,2,9,70,NA,
F1.4.16,crosses,15,2,10,70,6024 x 6092,
,crosses,15,2,11,70,NA,
,crosses,15,3,1,71,NA,
F1.7.17,crosses,15,3,2,71,8231 x 1158,
F1.8.10,crosses,15,3,3,71,8231 x 1158,
S1.7.17,crosses,15,3,4,71,6125a,
F1.2.17,crosses,15,3,5,71,1158 x 6125,1
,crosses,15,3,6,71,NA,
S1.5.17,crosses,15,3,7,71,6092a,
S1.6.17,crosses,15,3,8,71,6092b,
,crosses,15,3,9,71,NA,
S1.4.17,crosses,15,3,10,71,6024a,
F1.1.06,crosses,15,3,11,71,1158 x 6092,
S1.3.17,crosses,15,4,1,71,6024b,
S1.10.17,crosses,15,4,2,71,8231b,
,crosses,15,4,3,71,NA,
F1.6.17,crosses,15,4,4,71,6125 x 1158,
S1.2.17,crosses,15,4,5,71,1158b,
S1.9.17,crosses,15,4,6,71,8231a,
F1.5.25,crosses,15,4,7,71,6024 x 8231,
S1.1.17,crosses,15,4,8,71,1158a,
S1.8.17,crosses,15,4,9,71,6125b,
F1.4.17,crosses,15,4,10,71,6024 x 6092,
F1.5.26,crosses,15,4,11,71,6024 x 8231,
S1.9.18,crosses,15,5,1,72,8231a,
F1.2.18,crosses,15,5,2,72,1158 x 6125,1
S1.10.18,crosses,15,5,3,72,8231b,
S1.1.18,crosses,15,5,4,72,1158a,
F1.5.27,crosses,15,5,5,72,6024 x 8231,
S1.5.18,crosses,15,5,6,72,6092a,
S1.2.18,crosses,15,5,7,72,1158b,1
F1.6.18,crosses,15,5,8,72,6125 x 1158,
S1.3.18,crosses,15,5,9,72,6024b,
S1.8.18,crosses,15,5,10,72,6125b,
,crosses,15,5,11,72,NA,
S1.6.18,crosses,15,6,1,72,6092b,
S1.7.18,crosses,15,6,2,72,6125a,
F1.9.04,crosses,15,6,3,72,8231 x 6024,
F1.4.18,crosses,15,6,4,72,6024 x 6092,
S1.4.18,crosses,15,6,5,72,6024a,
,crosses,15,6,6,72,NA,
F1.8.11,crosses,15,6,7,72,8231 x 1158,1
,crosses,15,6,8,72,NA,
,crosses,15,6,9,72,NA,
,crosses,15,6,10,72,NA,
F1.7.18,crosses,15,6,11,72,8231 x 1158,
