experiment,tray,long_edge,short_edge,mother,genotype,type
F2s,8,7,4,F1.2.02,1158 x 6125,F2
F2s,8,8,5,F1.7.09,8231 x 1158,F2
F2s,8,9,6,F1.1.02,1158 x 6092,F2
F2s,8,10,1,F1.7.09,8231 x 1158,F2
F2s,8,11,2,F1.7.09,8231 x 1158,F2
F2s,8,1,3,F1.1.02,1158 x 6092,F2
F2s,8,2,4,F1.5.05,6024 x 8231,F2
F2s,8,3,5,F1.5.05,6024 x 8231,F2
F2s,8,4,6,F1.5.05,6024 x 8231,F2
F2s,8,5,1,F1.5.05,6024 x 8231,F2
F2s,8,6,2,F1.7.09,8231 x 1158,F2
F2s,8,7,3,F1.1.02,1158 x 6092,F2
F2s,8,8,4,S1.7.08,6125,selfed_parent
F2s,8,9,5,F1.5.05,6024 x 8231,F2
F2s,8,10,6,F1.1.02,1158 x 6092,F2
F2s,8,11,1,F1.2.02,1158 x 6125,F2
F2s,8,1,2,F1.7.09,8231 x 1158,F2
F2s,8,2,3,F1.2.02,1158 x 6125,F2
F2s,8,3,4,F1.2.02,1158 x 6125,F2
F2s,8,4,5,F1.7.09,8231 x 1158,F2
F2s,8,5,6,F1.1.02,1158 x 6092,F2
F2s,8,6,1,F1.1.02,1158 x 6092,F2
F2s,8,7,2,F1.2.02,1158 x 6125,F2
F2s,8,8,3,F1.7.09,8231 x 1158,F2
F2s,8,9,4,F1.5.05,6024 x 8231,F2
F2s,8,10,5,S1.10.01,8231,selfed_parent
F2s,8,11,6,F1.1.02,1158 x 6092,F2
F2s,9,1,1,F1.5.05,6024 x 8231,F2
F2s,9,2,2,F1.1.02,1158 x 6092,F2
F2s,9,3,3,F1.5.05,6024 x 8231,F2
F2s,9,4,4,F1.1.02,1158 x 6092,F2
F2s,9,5,5,F1.2.02,1158 x 6125,F2
F2s,9,6,6,F1.1.02,1158 x 6092,F2
F2s,9,7,1,F1.1.02,1158 x 6092,F2
F2s,9,8,2,F1.2.02,1158 x 6125,F2
F2s,9,9,3,F1.1.02,1158 x 6092,F2
F2s,9,10,4,S1.03.01,6024,selfed_parent
F2s,9,11,5,F1.5.05,6024 x 8231,F2
F2s,9,1,6,F1.2.02,1158 x 6125,F2
F2s,9,2,1,F1.2.02,1158 x 6125,F2
F2s,9,3,2,F1.1.02,1158 x 6092,F2
F2s,9,4,3,F1.7.09,8231 x 1158,F2
F2s,9,5,4,F1.1.02,1158 x 6092,F2
F2s,9,6,5,F1.7.09,8231 x 1158,F2
F2s,9,7,6,F1.1.02,1158 x 6092,F2
F2s,9,8,1,F1.2.02,1158 x 6125,F2
F2s,9,9,2,F1.2.02,1158 x 6125,F2
F2s,9,10,3,F1.7.09,8231 x 1158,F2
F2s,9,11,4,F1.5.05,6024 x 8231,F2
F2s,9,1,5,F1.2.02,1158 x 6125,F2
F2s,9,2,6,F1.7.09,8231 x 1158,F2
F2s,9,3,1,S1.10.01,8231,selfed_parent
F2s,9,4,2,F1.7.09,8231 x 1158,F2
F2s,9,5,3,F1.2.02,1158 x 6125,F2
F2s,9,6,4,F1.7.09,8231 x 1158,F2
F2s,9,7,5,F1.7.09,8231 x 1158,F2
F2s,9,8,6,F1.7.09,8231 x 1158,F2
F2s,9,9,1,F1.7.09,8231 x 1158,F2
F2s,9,10,2,F1.5.05,6024 x 8231,F2
F2s,9,11,3,F1.7.09,8231 x 1158,F2
F2s,9,1,4,F1.2.02,1158 x 6125,F2
F2s,9,2,5,F1.1.02,1158 x 6092,F2
F2s,9,3,6,S1.2.09,1158,selfed_parent
F2s,9,4,1,F1.5.05,6024 x 8231,F2
F2s,9,5,2,F1.2.02,1158 x 6125,F2
F2s,9,6,3,F1.5.05,6024 x 8231,F2
F2s,9,7,4,F1.5.05,6024 x 8231,F2
F2s,9,8,5,F1.7.09,8231 x 1158,F2
F2s,9,9,6,F1.5.05,6024 x 8231,F2
F2s,9,10,1,F1.5.05,6024 x 8231,F2
F2s,9,11,2,F1.5.05,6024 x 8231,F2
F2s,9,1,3,F1.7.09,8231 x 1158,F2
F2s,9,2,4,F1.7.09,8231 x 1158,F2
F2s,9,3,5,F1.1.02,1158 x 6092,F2
F2s,9,4,6,F1.1.02,1158 x 6092,F2
F2s,9,5,1,F1.1.02,1158 x 6092,F2
F2s,9,6,2,F1.5.05,6024 x 8231,F2
F2s,9,7,3,F1.2.02,1158 x 6125,F2
F2s,9,8,4,F1.2.02,1158 x 6125,F2
F2s,9,9,5,F1.5.05,6024 x 8231,F2
F2s,9,10,6,F1.7.09,8231 x 1158,F2
F2s,9,11,1,F1.5.05,6024 x 8231,F2
F2s,9,1,2,F1.7.09,8231 x 1158,F2
F2s,9,2,3,F1.1.02,1158 x 6092,F2
F2s,9,3,4,NA,NA,blank
F2s,9,4,5,S1.5.16,6092,selfed_parent
F2s,9,5,6,F1.2.02,1158 x 6125,F2
F2s,9,6,1,F1.2.02,1158 x 6125,F2
F2s,9,7,2,S1.7.08,6125,selfed_parent
F2s,9,8,3,F1.1.02,1158 x 6092,F2
F2s,9,9,4,F1.5.05,6024 x 8231,F2
F2s,9,10,5,F1.2.02,1158 x 6125,F2
F2s,9,11,6,F1.1.02,1158 x 6092,F2
F2s,10,1,1,F1.7.09,8231 x 1158,F2
F2s,10,2,2,F1.7.09,8231 x 1158,F2
F2s,10,3,3,F1.1.02,1158 x 6092,F2
F2s,10,4,4,F1.2.02,1158 x 6125,F2
F2s,10,5,5,F1.1.02,1158 x 6092,F2
F2s,10,6,6,F1.2.02,1158 x 6125,F2
F2s,10,7,1,F1.5.05,6024 x 8231,F2
F2s,10,8,2,F1.7.09,8231 x 1158,F2
F2s,10,9,3,F1.7.09,8231 x 1158,F2
F2s,10,10,4,F1.5.05,6024 x 8231,F2
F2s,10,11,5,F1.2.02,1158 x 6125,F2
F2s,10,1,6,F1.7.09,8231 x 1158,F2
F2s,10,2,1,F1.1.02,1158 x 6092,F2
F2s,10,3,2,F1.1.02,1158 x 6092,F2
F2s,10,4,3,F1.5.05,6024 x 8231,F2
F2s,10,5,4,S1.7.08,6125,selfed_parent
F2s,10,6,5,F1.5.05,6024 x 8231,F2
F2s,10,7,6,F1.5.05,6024 x 8231,F2
F2s,10,8,1,F1.2.02,1158 x 6125,F2
F2s,10,9,2,F1.5.05,6024 x 8231,F2
F2s,10,10,3,F1.5.05,6024 x 8231,F2
F2s,10,11,4,S1.5.16,6092,selfed_parent
F2s,10,1,5,F1.7.09,8231 x 1158,F2
F2s,10,2,6,F1.2.02,1158 x 6125,F2
F2s,10,3,1,F1.2.02,1158 x 6125,F2
F2s,10,4,2,F1.7.09,8231 x 1158,F2
F2s,10,5,3,F1.2.02,1158 x 6125,F2
F2s,10,6,4,F1.1.02,1158 x 6092,F2
F2s,10,7,5,F1.5.05,6024 x 8231,F2
F2s,10,8,6,F1.7.09,8231 x 1158,F2
F2s,10,9,1,F1.1.02,1158 x 6092,F2
F2s,10,10,2,F1.1.02,1158 x 6092,F2
F2s,10,11,3,F1.5.05,6024 x 8231,F2
F2s,10,1,4,F1.2.02,1158 x 6125,F2
F2s,10,2,5,F1.2.02,1158 x 6125,F2
F2s,10,3,6,F1.7.09,8231 x 1158,F2
F2s,10,4,1,F1.1.02,1158 x 6092,F2
F2s,10,5,2,S1.2.09,1158,selfed_parent
F2s,10,6,3,F1.1.02,1158 x 6092,F2
F2s,10,7,4,F1.1.02,1158 x 6092,F2
F2s,10,8,5,F1.5.05,6024 x 8231,F2
F2s,10,9,6,F1.7.09,8231 x 1158,F2
F2s,10,10,1,F1.1.02,1158 x 6092,F2
F2s,10,11,2,F1.2.02,1158 x 6125,F2
F2s,10,1,3,F1.5.05,6024 x 8231,F2
F2s,10,2,4,F1.2.02,1158 x 6125,F2
F2s,10,3,5,NA,NA,blank
F2s,10,4,6,F1.1.02,1158 x 6092,F2
F2s,10,5,1,F1.5.05,6024 x 8231,F2
F2s,10,6,2,F1.2.02,1158 x 6125,F2
F2s,10,7,3,F1.5.05,6024 x 8231,F2
F2s,10,8,4,S1.10.01,8231,selfed_parent
F2s,10,9,5,F1.7.09,8231 x 1158,F2
F2s,10,10,6,F1.2.02,1158 x 6125,F2
F2s,10,11,1,F1.1.02,1158 x 6092,F2
F2s,10,1,2,F1.7.09,8231 x 1158,F2
F2s,10,2,3,F1.1.02,1158 x 6092,F2
F2s,10,3,4,S1.03.01,6024,selfed_parent
F2s,10,4,5,F1.5.05,6024 x 8231,F2
F2s,10,5,6,F1.7.09,8231 x 1158,F2
F2s,10,6,1,F1.7.09,8231 x 1158,F2
F2s,10,7,2,F1.7.09,8231 x 1158,F2
F2s,10,8,3,F1.2.02,1158 x 6125,F2
F2s,10,9,4,F1.1.02,1158 x 6092,F2
F2s,10,10,5,F1.5.05,6024 x 8231,F2
F2s,10,11,6,F1.2.02,1158 x 6125,F2
F2s,11,1,1,F1.1.02,1158 x 6092,F2
F2s,11,2,2,F1.2.02,1158 x 6125,F2
F2s,11,3,3,F1.1.02,1158 x 6092,F2
F2s,11,4,4,F1.1.02,1158 x 6092,F2
F2s,11,5,5,F1.5.05,6024 x 8231,F2
F2s,11,6,6,F1.1.02,1158 x 6092,F2
F2s,11,7,1,F1.1.02,1158 x 6092,F2
F2s,11,8,2,F1.5.05,6024 x 8231,F2
F2s,11,9,3,F1.5.05,6024 x 8231,F2
F2s,11,10,4,F1.2.02,1158 x 6125,F2
F2s,11,11,5,F1.5.05,6024 x 8231,F2
F2s,11,1,6,F1.1.02,1158 x 6092,F2
F2s,11,2,1,F1.2.02,1158 x 6125,F2
F2s,11,3,2,F1.2.02,1158 x 6125,F2
F2s,11,4,3,F1.5.05,6024 x 8231,F2
F2s,11,5,4,F1.1.02,1158 x 6092,F2
F2s,11,6,5,F1.2.02,1158 x 6125,F2
F2s,11,7,6,F1.2.02,1158 x 6125,F2
F2s,11,8,1,F1.2.02,1158 x 6125,F2
F2s,11,9,2,F1.7.09,8231 x 1158,F2
F2s,11,10,3,S1.7.08,6125,selfed_parent
F2s,11,11,4,S1.2.09,1158,selfed_parent
F2s,11,1,5,F1.7.09,8231 x 1158,F2
F2s,11,2,6,F1.5.05,6024 x 8231,F2
F2s,11,3,1,F1.7.09,8231 x 1158,F2
F2s,11,4,2,F1.7.09,8231 x 1158,F2
F2s,11,5,3,S1.10.01,8231,selfed_parent
F2s,11,6,4,S1.03.01,6024,selfed_parent
F2s,11,7,5,F1.1.02,1158 x 6092,F2
F2s,11,8,6,F1.1.02,1158 x 6092,F2
F2s,11,9,1,F1.5.05,6024 x 8231,F2
F2s,11,10,2,F1.5.05,6024 x 8231,F2
F2s,11,11,3,F1.1.02,1158 x 6092,F2
F2s,11,1,4,F1.2.02,1158 x 6125,F2
F2s,11,2,5,F1.1.02,1158 x 6092,F2
F2s,11,3,6,F1.7.09,8231 x 1158,F2
F2s,11,4,1,F1.7.09,8231 x 1158,F2
F2s,11,5,2,F1.1.02,1158 x 6092,F2
F2s,11,6,3,F1.7.09,8231 x 1158,F2
F2s,11,7,4,F1.2.02,1158 x 6125,F2
F2s,11,8,5,F1.5.05,6024 x 8231,F2
F2s,11,9,6,F1.2.02,1158 x 6125,F2
F2s,11,10,1,F1.1.02,1158 x 6092,F2
F2s,11,11,2,S1.5.16,6092,selfed_parent
F2s,11,1,3,F1.2.02,1158 x 6125,F2
F2s,11,2,4,F1.5.05,6024 x 8231,F2
F2s,11,3,5,F1.2.02,1158 x 6125,F2
F2s,11,4,6,F1.2.02,1158 x 6125,F2
F2s,11,5,1,F1.2.02,1158 x 6125,F2
F2s,11,6,2,F1.1.02,1158 x 6092,F2
F2s,11,7,3,F1.7.09,8231 x 1158,F2
F2s,11,8,4,F1.5.05,6024 x 8231,F2
F2s,11,9,5,F1.7.09,8231 x 1158,F2
F2s,11,10,6,F1.7.09,8231 x 1158,F2
F2s,11,11,1,F1.7.09,8231 x 1158,F2
F2s,11,1,2,F1.7.09,8231 x 1158,F2
F2s,11,2,3,F1.1.02,1158 x 6092,F2
F2s,11,3,4,F1.5.05,6024 x 8231,F2
F2s,11,4,5,F1.5.05,6024 x 8231,F2
F2s,11,5,6,F1.5.05,6024 x 8231,F2
F2s,11,6,1,F1.7.09,8231 x 1158,F2
F2s,11,7,2,F1.2.02,1158 x 6125,F2
F2s,11,8,3,F1.5.05,6024 x 8231,F2
F2s,11,9,4,F1.7.09,8231 x 1158,F2
F2s,11,10,5,F1.7.09,8231 x 1158,F2
F2s,11,11,6,NA,NA,blank
F2s,12,1,1,F1.2.02,1158 x 6125,F2
F2s,12,2,2,F1.5.05,6024 x 8231,F2
F2s,12,3,3,F1.2.02,1158 x 6125,F2
F2s,12,4,4,F1.7.09,8231 x 1158,F2
F2s,12,5,5,S1.10.01,8231,selfed_parent
F2s,12,6,6,F1.1.02,1158 x 6092,F2
F2s,12,7,1,F1.7.09,8231 x 1158,F2
F2s,12,8,2,F1.1.02,1158 x 6092,F2
F2s,12,9,3,F1.2.02,1158 x 6125,F2
F2s,12,10,4,F1.2.02,1158 x 6125,F2
F2s,12,11,5,F1.2.02,1158 x 6125,F2
F2s,12,1,6,S1.5.16,6092,selfed_parent
F2s,12,2,1,F1.2.02,1158 x 6125,F2
F2s,12,3,2,F1.2.02,1158 x 6125,F2
F2s,12,4,3,F1.1.02,1158 x 6092,F2
F2s,12,5,4,F1.2.02,1158 x 6125,F2
F2s,12,6,5,F1.2.02,1158 x 6125,F2
F2s,12,7,6,F1.7.09,8231 x 1158,F2
F2s,12,8,1,F1.7.09,8231 x 1158,F2
F2s,12,9,2,F1.5.05,6024 x 8231,F2
F2s,12,10,3,F1.1.02,1158 x 6092,F2
F2s,12,11,4,NA,NA,blank
F2s,12,1,5,F1.5.05,6024 x 8231,F2
F2s,12,2,6,F1.7.09,8231 x 1158,F2
F2s,12,3,1,F1.2.02,1158 x 6125,F2
F2s,12,4,2,F1.5.05,6024 x 8231,F2
F2s,12,5,3,F1.5.05,6024 x 8231,F2
F2s,12,6,4,F1.2.02,1158 x 6125,F2
F2s,12,7,5,F1.1.02,1158 x 6092,F2
F2s,12,8,6,F1.7.09,8231 x 1158,F2
F2s,12,9,1,F1.5.05,6024 x 8231,F2
F2s,12,10,2,F1.5.05,6024 x 8231,F2
F2s,12,11,3,F1.7.09,8231 x 1158,F2
F2s,12,1,4,F1.5.05,6024 x 8231,F2
F2s,12,2,5,F1.7.09,8231 x 1158,F2
F2s,12,3,6,S1.03.01,6024,selfed_parent
F2s,12,4,1,F1.1.02,1158 x 6092,F2
F2s,12,5,2,F1.7.09,8231 x 1158,F2
F2s,12,6,3,F1.2.02,1158 x 6125,F2
F2s,12,7,4,F1.7.09,8231 x 1158,F2
F2s,12,8,5,F1.1.02,1158 x 6092,F2
F2s,12,9,6,F1.1.02,1158 x 6092,F2
F2s,12,10,1,F1.7.09,8231 x 1158,F2
F2s,12,11,2,F1.2.02,1158 x 6125,F2
F2s,12,1,3,F1.1.02,1158 x 6092,F2
F2s,12,2,4,F1.1.02,1158 x 6092,F2
F2s,12,3,5,F1.7.09,8231 x 1158,F2
F2s,12,4,6,F1.5.05,6024 x 8231,F2
F2s,12,5,1,F1.7.09,8231 x 1158,F2
F2s,12,6,2,S1.7.08,6125,selfed_parent
F2s,12,7,3,F1.7.09,8231 x 1158,F2
F2s,12,8,4,F1.1.02,1158 x 6092,F2
F2s,12,9,5,F1.5.05,6024 x 8231,F2
F2s,12,10,6,F1.5.05,6024 x 8231,F2
F2s,12,11,1,F1.5.05,6024 x 8231,F2
F2s,12,1,2,F1.5.05,6024 x 8231,F2
F2s,12,2,3,F1.5.05,6024 x 8231,F2
F2s,12,3,4,F1.1.02,1158 x 6092,F2
F2s,12,4,5,F1.1.02,1158 x 6092,F2
F2s,12,5,6,F1.1.02,1158 x 6092,F2
F2s,12,6,1,F1.7.09,8231 x 1158,F2
F2s,12,7,2,F1.2.02,1158 x 6125,F2
F2s,12,8,3,F1.1.02,1158 x 6092,F2
F2s,12,9,4,F1.2.02,1158 x 6125,F2
F2s,12,10,5,F1.5.05,6024 x 8231,F2
F2s,12,11,6,S1.2.09,1158,selfed_parent
F2s,13,1,1,F1.7.09,8231 x 1158,F2
F2s,13,2,2,F1.7.09,8231 x 1158,F2
F2s,13,3,3,S1.5.16,6092,selfed_parent
F2s,13,4,4,F1.1.02,1158 x 6092,F2
F2s,13,5,5,F1.1.02,1158 x 6092,F2
F2s,13,6,6,F1.1.02,1158 x 6092,F2
F2s,13,7,1,F1.7.09,8231 x 1158,F2
F2s,13,8,2,F1.7.09,8231 x 1158,F2
F2s,13,9,3,F1.1.02,1158 x 6092,F2
F2s,13,10,4,F1.7.09,8231 x 1158,F2
F2s,13,11,5,F1.2.02,1158 x 6125,F2
F2s,13,1,6,F1.5.05,6024 x 8231,F2
F2s,13,2,1,F1.5.05,6024 x 8231,F2
F2s,13,3,2,F1.5.05,6024 x 8231,F2
F2s,13,4,3,F1.5.05,6024 x 8231,F2
F2s,13,5,4,F1.2.02,1158 x 6125,F2
F2s,13,6,5,F1.1.02,1158 x 6092,F2
F2s,13,7,6,F1.7.09,8231 x 1158,F2
F2s,13,8,1,F1.7.09,8231 x 1158,F2
F2s,13,9,2,F1.5.05,6024 x 8231,F2
F2s,13,10,3,F1.2.02,1158 x 6125,F2
F2s,13,11,4,F1.2.02,1158 x 6125,F2
F2s,13,1,5,F1.2.02,1158 x 6125,F2
F2s,13,2,6,F1.2.02,1158 x 6125,F2
F2s,13,3,1,F1.5.05,6024 x 8231,F2
F2s,13,4,2,F1.5.05,6024 x 8231,F2
F2s,13,5,3,F1.1.02,1158 x 6092,F2
F2s,13,6,4,F1.1.02,1158 x 6092,F2
F2s,13,7,5,F1.2.02,1158 x 6125,F2
F2s,13,8,6,F1.1.02,1158 x 6092,F2
F2s,13,9,1,F1.2.02,1158 x 6125,F2
F2s,13,10,2,F1.2.02,1158 x 6125,F2
F2s,13,11,3,F1.7.09,8231 x 1158,F2
F2s,13,1,4,F1.5.05,6024 x 8231,F2
F2s,13,2,5,F1.2.02,1158 x 6125,F2
F2s,13,3,6,F1.1.02,1158 x 6092,F2
F2s,13,4,1,F1.1.02,1158 x 6092,F2
F2s,13,5,2,F1.2.02,1158 x 6125,F2
F2s,13,6,3,F1.5.05,6024 x 8231,F2
F2s,13,7,4,F1.5.05,6024 x 8231,F2
F2s,13,8,5,F1.7.09,8231 x 1158,F2
F2s,13,9,6,S1.2.09,1158,selfed_parent
F2s,13,10,1,F1.7.09,8231 x 1158,F2
F2s,13,11,2,F1.1.02,1158 x 6092,F2
F2s,13,1,3,F1.7.09,8231 x 1158,F2
F2s,13,2,4,F1.7.09,8231 x 1158,F2
F2s,13,3,5,S1.03.01,6024,selfed_parent
F2s,13,4,6,F1.7.09,8231 x 1158,F2
F2s,13,5,1,F1.5.05,6024 x 8231,F2
F2s,13,6,2,F1.5.05,6024 x 8231,F2
F2s,13,7,3,S1.10.01,8231,selfed_parent
F2s,13,8,4,F1.5.05,6024 x 8231,F2
F2s,13,9,5,F1.5.05,6024 x 8231,F2
F2s,13,10,6,F1.2.02,1158 x 6125,F2
F2s,13,11,1,F1.1.02,1158 x 6092,F2
F2s,13,1,2,F1.1.02,1158 x 6092,F2
F2s,13,2,3,F1.5.05,6024 x 8231,F2
F2s,13,3,4,NA,NA,blank
F2s,13,4,5,F1.2.02,1158 x 6125,F2
F2s,13,5,6,F1.2.02,1158 x 6125,F2
F2s,13,6,1,F1.7.09,8231 x 1158,F2
F2s,13,7,2,F1.7.09,8231 x 1158,F2
F2s,13,8,3,F1.1.02,1158 x 6092,F2
F2s,13,9,4,F1.2.02,1158 x 6125,F2
F2s,13,10,5,S1.7.08,6125,selfed_parent
F2s,13,11,6,F1.1.02,1158 x 6092,F2
F2s,14,1,1,F1.2.02,1158 x 6125,F2
F2s,14,2,2,F1.5.05,6024 x 8231,F2
F2s,14,3,3,F1.5.05,6024 x 8231,F2
F2s,14,4,4,F1.7.09,8231 x 1158,F2
F2s,14,5,5,F1.1.02,1158 x 6092,F2
F2s,14,6,6,F1.5.05,6024 x 8231,F2
F2s,14,7,1,F1.1.02,1158 x 6092,F2
F2s,14,8,2,S1.5.16,6092,selfed_parent
F2s,14,9,3,F1.1.02,1158 x 6092,F2
F2s,14,10,4,F1.1.02,1158 x 6092,F2
F2s,14,11,5,F1.2.02,1158 x 6125,F2
F2s,14,1,6,F1.5.05,6024 x 8231,F2
F2s,14,2,1,F1.5.05,6024 x 8231,F2
F2s,14,3,2,F1.7.09,8231 x 1158,F2
F2s,14,4,3,F1.2.02,1158 x 6125,F2
F2s,14,5,4,F1.5.05,6024 x 8231,F2
F2s,14,6,5,F1.2.02,1158 x 6125,F2
F2s,14,7,6,F1.5.05,6024 x 8231,F2
F2s,14,8,1,F1.1.02,1158 x 6092,F2
F2s,14,9,2,S1.10.01,8231,selfed_parent
F2s,14,10,3,F1.1.02,1158 x 6092,F2
F2s,14,11,4,F1.7.09,8231 x 1158,F2
F2s,14,1,5,F1.7.09,8231 x 1158,F2
F2s,14,2,6,F1.7.09,8231 x 1158,F2
F2s,14,3,1,F1.1.02,1158 x 6092,F2
F2s,14,4,2,F1.1.02,1158 x 6092,F2
F2s,14,5,3,F1.1.02,1158 x 6092,F2
F2s,14,6,4,F1.2.02,1158 x 6125,F2
F2s,14,7,5,F1.7.09,8231 x 1158,F2
F2s,14,8,6,F1.1.02,1158 x 6092,F2
F2s,14,9,1,F1.5.05,6024 x 8231,F2
F2s,14,10,2,F1.2.02,1158 x 6125,F2
F2s,14,11,3,F1.5.05,6024 x 8231,F2
F2s,14,1,4,F1.2.02,1158 x 6125,F2
F2s,14,2,5,F1.7.09,8231 x 1158,F2
F2s,14,3,6,F1.5.05,6024 x 8231,F2
F2s,14,4,1,F1.1.02,1158 x 6092,F2
F2s,14,5,2,F1.2.02,1158 x 6125,F2
F2s,14,6,3,F1.2.02,1158 x 6125,F2
F2s,14,7,4,F1.5.05,6024 x 8231,F2
F2s,14,8,5,F1.1.02,1158 x 6092,F2
F2s,14,9,6,S1.2.09,1158,selfed_parent
F2s,14,10,1,F1.2.02,1158 x 6125,F2
F2s,14,11,2,F1.2.02,1158 x 6125,F2
F2s,14,1,3,F1.5.05,6024 x 8231,F2
F2s,14,2,4,F1.1.02,1158 x 6092,F2
F2s,14,3,5,F1.7.09,8231 x 1158,F2
F2s,14,4,6,F1.7.09,8231 x 1158,F2
F2s,14,5,1,F1.7.09,8231 x 1158,F2
F2s,14,6,2,F1.2.02,1158 x 6125,F2
F2s,14,7,3,NA,NA,blank
F2s,14,8,4,F1.1.02,1158 x 6092,F2
F2s,14,9,5,F1.5.05,6024 x 8231,F2
F2s,14,10,6,F1.2.02,1158 x 6125,F2
F2s,14,11,1,F1.2.02,1158 x 6125,F2
F2s,14,1,2,F1.5.05,6024 x 8231,F2
F2s,14,2,3,F1.7.09,8231 x 1158,F2
F2s,14,3,4,F1.2.02,1158 x 6125,F2
F2s,14,4,5,S1.7.08,6125,selfed_parent
F2s,14,5,6,F1.1.02,1158 x 6092,F2
F2s,14,6,1,F1.7.09,8231 x 1158,F2
F2s,14,7,2,F1.5.05,6024 x 8231,F2
F2s,14,8,3,S1.03.01,6024,selfed_parent
F2s,14,9,4,F1.7.09,8231 x 1158,F2
F2s,14,10,5,F1.7.09,8231 x 1158,F2
F2s,14,11,6,F1.7.09,8231 x 1158,F2
