id,mother,father,genotype,generation,site,Sown
F1.7.10,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.11,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.12,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.13,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.14,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.15,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.16,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.17,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.18,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.8.01,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.02,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.03,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.04,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.05,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.06,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.07,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.08,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.09,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.10,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.8.11,8231-8,1158-53,8231 x 1158,F1,Saltea,August_2019
F1.9.01,8231-9,6025-45,8231 x 6024,F1,Saltea,August_2019
F1.9.02,8231-9,6025-45,8231 x 6024,F1,Saltea,August_2019
F1.9.03,8231-9,6025-45,8231 x 6024,F1,Saltea,August_2019
F1.9.04,8231-9,6025-45,8231 x 6024,F1,Saltea,August_2019
S1.9.01,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.02,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.03,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.04,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.05,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.06,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.07,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.08,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.09,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.10,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.11,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.12,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.13,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.14,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.15,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.16,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.17,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.9.18,8231-10,8231-10,8231,S1,Saltea,August_2019
S1.10.01,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.02,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.03,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.04,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.05,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.06,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.07,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.08,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.09,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.10,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.11,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.12,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.13,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.14,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.15,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.16,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.17,8231-10,8231-12,8231,S1,Saltea,August_2019
S1.10.18,8231-10,8231-12,8231,S1,Saltea,August_2019
S2.2.01,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.02,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.03,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.04,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.05,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.06,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.07,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.08,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.09,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.10,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.11,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.12,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.13,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.2.14,S1.2.09,S1.2.09,1158,S2,Saltea,August_2020
S2.03.01,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.02,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.03,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.04,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.05,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.06,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.07,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.08,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.09,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.10,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.11,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.12,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.13,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.03.14,S1.03.01,S1.03.01,6024,S2,Saltea,August_2020
S2.5.01,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.02,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.03,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.04,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.05,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.06,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.07,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.08,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.09,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.10,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.11,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.12,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.13,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.5.14,S1.5.16,S1.5.16,6092,S2,Saltea,August_2020
S2.7.01,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.02,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.03,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.04,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.05,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.06,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.07,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.08,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.09,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.10,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.11,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.12,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.13,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.7.14,S1.7.08,S1.7.08,6125,S2,Saltea,August_2020
S2.5.01,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.02,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.03,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.04,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.05,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.06,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.07,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.08,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.09,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.10,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.11,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.12,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.13,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
S2.5.14,S1.10.01,S1.10.01,8231,S2,Saltea,August_2020
F2.1.001,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.002,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.003,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.004,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.005,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.006,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.007,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.008,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.009,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.010,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.011,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.012,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.013,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.014,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.015,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.016,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.017,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.018,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.019,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.020,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.021,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.022,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.023,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.024,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.025,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.026,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.027,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.028,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.029,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.030,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.031,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.032,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.033,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.034,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.035,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.036,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.037,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.038,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.039,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.040,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.041,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.042,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.043,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.044,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.045,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.046,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.047,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.048,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.049,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.050,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.051,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.052,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.053,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.054,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.055,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.056,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.057,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.058,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.059,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.060,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.061,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.062,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.063,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.064,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.065,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.066,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.067,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.068,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.069,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.070,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.071,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.072,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.073,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.074,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.075,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.076,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.077,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.078,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.079,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.080,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.081,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.082,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.083,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.084,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.085,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.086,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.087,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.088,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.089,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.090,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.091,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.092,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.093,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.094,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.095,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.096,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.097,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.098,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.099,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.100,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.101,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.102,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.103,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.104,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.105,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.106,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.107,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.108,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.109,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.110,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.111,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.112,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.113,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.114,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.115,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.116,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.117,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.118,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.119,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.120,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.121,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.122,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.123,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.124,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.125,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.126,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.127,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.128,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.129,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.130,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.131,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.132,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.133,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.134,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.135,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.136,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.137,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.138,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.139,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.140,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.141,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.142,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.143,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.144,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.145,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.146,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.147,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.148,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.149,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.150,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.151,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.152,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.153,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.154,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.155,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.156,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.157,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.158,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.159,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.160,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.161,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.162,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.163,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.164,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.165,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.166,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.167,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.168,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.169,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.170,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.171,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.172,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.173,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.174,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.175,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.176,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.177,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.178,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.179,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.180,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.181,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.182,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.183,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.184,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.185,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.186,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.187,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.188,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.189,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.190,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.191,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.192,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.193,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.194,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.195,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.196,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.197,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.198,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.199,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.200,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.201,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.202,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.203,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.204,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.205,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.206,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.207,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.208,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.209,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.1.210,F1.1.02,F1.1.02,1158 x 6092,F2,Saltea,August_2020
F2.2.001,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.002,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.003,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.004,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.005,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.006,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.007,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.008,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.009,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.010,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
F2.2.011,F1.2.02,F1.2.02,1158 x 6125,F2,Saltea,August_2020
