id,mother,father,genotype,generation,site,Sown
P1.8.12,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.13,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.14,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.15,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.16,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.17,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.18,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.19,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.20,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.21,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.22,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.23,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.24,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.25,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.26,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.27,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.28,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.29,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.30,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.31,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.32,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.33,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.34,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.35,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.36,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.37,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.38,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.39,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.40,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.41,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.42,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.43,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.44,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.45,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.46,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.47,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.48,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.49,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.50,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.51,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.52,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.53,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.8.54,2017_stock,2017_stock,6237,S1,Saltea,August_2019
P1.9.01,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.02,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.03,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.04,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.05,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.06,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.07,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.08,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.09,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.10,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.11,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.12,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.13,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.14,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.15,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.16,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.17,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.18,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.19,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.20,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.21,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.22,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.23,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.24,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.25,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.26,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.27,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.28,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.29,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.30,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.31,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.32,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.33,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.34,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.35,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.36,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.37,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.38,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.39,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.40,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.41,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.42,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.43,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.44,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.45,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.46,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.47,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.48,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.49,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.50,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.51,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.52,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.53,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.9.54,2017_stock,2017_stock,6244,S1,Saltea,August_2019
P1.10.01,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.02,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.03,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.04,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.05,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.06,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.07,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.08,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.09,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.10,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.11,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.12,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.13,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.14,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.15,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.16,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.17,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.18,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.19,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.20,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.21,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.22,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.23,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.24,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.25,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.26,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.27,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.28,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.29,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.30,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.31,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.32,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.33,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.34,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.35,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.36,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.37,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.38,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.39,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.40,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.41,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.42,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.43,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.44,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.45,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.46,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.47,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.48,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.49,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.50,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.51,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.52,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.53,2017_stock,2017_stock,8231,S1,Saltea,August_2019
P1.10.54,2017_stock,2017_stock,8231,S1,Saltea,August_2019
F1.1.01,1158-51,6092-42,1158 x 6092,F1,Saltea,August_2019
F1.1.02,1158-51,6092-42,1158 x 6092,F1,Saltea,August_2019
F1.1.03,1158-51,6092-42,1158 x 6092,F1,Saltea,August_2019
F1.1.04,1158-51,6092-42,1158 x 6092,F1,Saltea,August_2019
F1.1.05,1158-51,6092-42,1158 x 6092,F1,Saltea,August_2019
F1.1.06,1158-51,6092-42,1158 x 6092,F1,Saltea,August_2019
F1.2.01,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.02,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.03,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.04,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.05,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.06,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.07,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.08,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.09,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.10,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.11,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.12,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.13,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.14,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.15,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.16,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.17,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.2.18,1158-54,6125-22,1158 x 6125,F1,Saltea,August_2019
F1.3.01,1158-52,8231-13,1158 x 8231,F1,Saltea,August_2019
F1.3.02,1158-52,8231-13,1158 x 8231,F1,Saltea,August_2019
F1.3.03,1158-52,8231-13,1158 x 8231,F1,Saltea,August_2019
F1.3.04,1158-52,8231-13,1158 x 8231,F1,Saltea,August_2019
F1.3.05,1158-52,8231-13,1158 x 8231,F1,Saltea,August_2019
F1.3.06,1158-52,8231-13,1158 x 8231,F1,Saltea,August_2019
F1.3.07,1158-52,8231-13,1158 x 8231,F1,Saltea,August_2019
S1.1.01,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.02,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.03,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.04,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.05,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.06,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.07,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.08,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.09,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.10,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.11,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.12,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.13,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.14,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.15,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.16,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.17,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.1.18,1158-50,1158-50,1158,S1,Saltea,August_2019
S1.2.01,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.02,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.03,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.04,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.05,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.06,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.07,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.08,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.09,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.10,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.11,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.12,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.13,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.14,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.15,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.16,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.17,1158-49,1158-49,1158,S1,Saltea,August_2019
S1.2.18,1158-49,1158-49,1158,S1,Saltea,August_2019
F1.4.01,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.02,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.03,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.04,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.05,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.06,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.07,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.08,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.09,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.10,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.11,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.12,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.13,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.14,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.15,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.16,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.17,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.4.18,6024-43,6092-40,6024 x 6092,F1,Saltea,August_2019
F1.5.01,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.02,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.03,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.04,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.05,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.06,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.07,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.08,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.09,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.10,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.11,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.12,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.13,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.14,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.15,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.16,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.17,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.18,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.19,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.20,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.21,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.22,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.23,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.24,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.25,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.26,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
F1.5.27,6024-45,8231-17,6024 x 8231,F1,Saltea,August_2019
S1.4.01,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.02,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.03,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.04,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.05,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.06,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.07,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.08,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.09,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.10,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.11,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.12,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.13,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.14,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.15,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.16,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.17,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.4.18,6024-44,6024-44,6024,S1,Saltea,August_2019
S1.3.01,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.02,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.03,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.04,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.05,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.06,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.07,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.08,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.09,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.10,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.11,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.12,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.13,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.14,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.15,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.16,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.17,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.3.18,6024-43,6024-43,6024,S1,Saltea,August_2019
S1.5.01,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.02,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.03,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.04,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.05,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.06,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.07,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.08,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.09,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.10,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.11,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.12,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.13,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.14,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.15,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.16,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.17,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.5.18,6092-42,6092-42,6092,S1,Saltea,August_2019
S1.6.01,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.02,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.03,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.04,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.05,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.06,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.07,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.08,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.09,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.10,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.11,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.12,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.13,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.14,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.15,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.16,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.17,6092-38,6092-38,6092,S1,Saltea,August_2019
S1.6.18,6092-38,6092-38,6092,S1,Saltea,August_2019
F1.6.01,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.02,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.03,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.04,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.05,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.06,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.07,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.08,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.09,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.10,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.11,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.12,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.13,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.14,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.15,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.16,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.17,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
F1.6.18,6125-22,1158-53,6125 x 1158,F1,Saltea,August_2019
S1.7.01,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.02,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.03,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.04,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.05,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.06,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.07,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.08,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.09,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.10,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.11,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.12,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.13,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.14,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.15,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.16,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.17,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.7.18,6125-22,6125-22,6125,S1,Saltea,August_2019
S1.8.01,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.02,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.03,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.04,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.05,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.06,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.07,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.08,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.09,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.10,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.11,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.12,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.13,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.14,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.15,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.16,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.17,6125-21,6125-21,6125,S1,Saltea,August_2019
S1.8.18,6125-21,6125-21,6125,S1,Saltea,August_2019
F1.7.01,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.02,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.03,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.04,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.05,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.06,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.07,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.08,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
F1.7.09,8231-12,1158-49,8231 x 1158,F1,Saltea,August_2019
